season,player,pfr_id,tm,age,pos,g,gs,int,tgt,cmp,cmp_percent,yds,yds_cmp,yds_tgt,td,rat,dadot,air,yac,bltz,hrry,qbkd,sk,prss,comb,m_tkl,m_tkl_percent,loaded
2018,Patrick Onwuasor,OnwuPa00,BAL,26,RILB,16,12,1,28,21,0.75,161,7.7,5.8,2,97.5,3.7,61,100,43,0,5,5.5,11,59,9,0.132,2023-08-21
2018,Duke Riley,RileDu00,ATL,24,LLB,16,10,0,32,20,0.625,188,9.4,5.9,1,89.1,4.1,53,135,4,0,0,0,0,60,8,0.118,2023-08-21
2018,Jabaal Sheard,SheaJa00,IND,29,LDE/RDE,16,16,0,4,3,0.75,15,5,3.8,0,80.2,-1,-1,16,0,11,4,5.5,23,50,6,0.107,2023-08-21
2018,Mackensie Alexander,AlexMa01,MIN,25,DB,15,6,0,53,35,0.66,318,9.1,6,0,82.1,5,93,225,17,1,0,4,5,43,5,0.104,2023-08-21
2018,Jurrell Casey,CaseJu00,TEN,29,RDE/NT,15,15,0,0,0,,0,,,0,,,0,0,2,15,5,7,28,62,5,0.075,2023-08-21
2018,Kenny Clark,ClarKe01,GB,23,NT,13,13,0,1,1,1,9,9,9,0,104.2,5,5,4,1,7,2,6,15,55,5,0.083,2023-08-21
2018,Carlton Davis,DaviCa02,TB,22,LCB,13,12,0,62,39,0.629,492,12.6,7.9,6,119.8,11.6,364,128,1,0,0,0,0,40,7,0.149,2023-08-21
2018,Erik Harris,HarrEr00,LV,28,DB,16,4,2,26,12,0.462,151,12.6,5.8,2,58.3,16.5,119,32,12,0,1,0,1,49,4,0.075,2023-08-21
2018,Linval Joseph,JoseLi99,MIN,30,RDT,15,15,0,1,1,1,-5,-5,-5,0,79.2,-5,-5,0,0,3,1,1,5,58,3,0.049,2023-08-21
2018,Marquel Lee,LeexMa01,LV,23,MLB,16,10,0,25,18,0.72,120,6.7,4.8,0,82.1,2.6,11,109,14,2,3,0,5,68,6,0.081,2023-08-21
2018,Jalen Mills,MillJa02,PHI,24,LCB,8,8,0,61,39,0.639,636,16.3,10.4,2,109.7,12.6,426,210,1,0,0,0,0,42,8,0.16,2023-08-21
2018,Ndamukong Suh,SuhxNd99,LA,31,LDT,16,16,0,2,2,1,12,6,6,0,91.7,1.5,3,9,0,5,8,4.5,18,59,3,0.048,2023-08-21
2018,Jonathan Allen,AlleJo01,WAS,23,LDE,16,16,0,0,0,,0,,,0,,,0,0,0,8,5,8,22,61,4,0.062,2023-08-21
2018,Quinton Dunbar,DunbQu00,WAS,26,LCB,7,6,2,47,31,0.66,367,11.8,7.8,4,100.2,8.2,197,170,0,0,0,0,0,39,3,0.071,2023-08-21
2018,Myles Garrett,GarrMy00,CLE,23,LDE,16,16,0,4,3,0.75,30,10,7.5,0,95.8,4.5,6,24,19,19,13,13.5,48,44,6,0.12,2023-08-21
2018,Trumaine Johnson,JohnTr05,NYJ,28,LCB,10,10,4,72,43,0.597,535,12.4,7.4,2,68.9,10.1,332,203,1,0,0,0,0,40,5,0.111,2023-08-21
2018,Chris Jones,JoneCh09,KC,24,RDE,16,11,1,1,1,1,-1,-1,-1,0,39.6,-1,-1,0,0,19,13,15.5,49,40,5,0.111,2023-08-21
2018,Cameron Jordan,JordCa00,NO,29,LDE,16,16,0,3,2,0.667,20,10,6.7,0,85.4,5,11,9,2,24,7,12,43,49,6,0.109,2023-08-21
2018,Dre Kirkpatrick,KirkDr00,CIN,29,LCB,13,13,0,72,36,0.5,504,14,7,2,82.2,14.2,361,143,1,0,0,0,0,41,8,0.163,2023-08-21
2018,DaRon Payne,PaynDa00,WAS,21,NT,16,16,0,0,0,,0,,,0,,,0,0,0,6,2,5,13,56,3,0.051,2023-08-21
2018,Tavon Young,YounTa01,BAL,24,DB,15,6,1,53,33,0.623,435,13.2,8.2,5,111.8,8.8,239,196,40,2,0,2,4,37,9,0.196,2023-08-21
2018,Kwon Alexander,AlexKw00,TB,24,MLB,6,6,0,26,24,0.923,170,7.1,6.5,2,119.6,2,53,117,28,0,1,1,2,45,5,0.1,2023-08-21
2018,Antone Exum,ExumAn00,SF,27,FS,15,7,1,19,11,0.579,181,16.5,9.5,1,85.6,15.2,134,47,9,1,0,1,2,40,7,0.149,2023-08-21
2018,Leonard Floyd,FloyLe00,CHI,26,ROLB,16,16,1,14,12,0.857,88,7.3,6.3,1,86.9,4.1,49,39,18,13,6,4,23,47,7,0.13,2023-08-21
2018,Anthony Harris,HarrAn01,MIN,27,SS,15,9,3,17,10,0.588,110,11,6.5,1,58.1,11.4,81,29,7,0,1,0,1,46,3,0.061,2023-08-21
2018,William Jackson,JackWi02,CIN,26,RCB,16,16,0,77,44,0.571,566,12.9,7.4,7,110.6,12,359,207,1,0,0,0,0,41,8,0.163,2023-08-21
2018,Taron Johnson,JohnTa01,BUF,22,DB,11,2,1,41,25,0.61,154,6.2,3.8,2,74.6,5.5,52,102,10,2,0,1,3,42,7,0.143,2023-08-21
2018,Deion Jones,JoneDe01,ATL,24,LLB/MLB,6,6,2,31,23,0.742,209,9.1,6.7,1,75.9,4.7,127,82,5,0,0,1,1,53,7,0.117,2023-08-21
2018,Karl Joseph,JoseKa00,LV,25,FS,13,8,1,14,8,0.571,120,15,8.6,2,95.2,14.9,89,31,19,1,0,2,3,48,4,0.077,2023-08-21
2018,Terrance Mitchell,MitcTe00,CLE,26,RCB,8,7,1,54,30,0.556,343,11.4,6.4,2,79.5,8.6,175,168,2,0,0,0,0,38,0,0,2023-08-21
2018,Jarran Reed,ReedJa02,SEA,26,LDT,16,16,0,1,1,1,6,6,6,0,91.7,3,3,3,0,8,12,10.5,31,50,4,0.074,2023-08-21
2018,AShawn Robinson,RobiAS00,DET,23,LDT,13,7,0,0,0,,0,,,0,,,0,0,0,8,1,1,10,49,2,0.039,2023-08-21
2018,Jimmy Smith,SmitJi03,BAL,30,RCB,12,10,2,61,33,0.541,417,12.6,6.8,2,72.9,12.3,304,113,2,0,0,0,0,45,6,0.118,2023-08-21
2018,Trae Waynes,WaynTr00,MIN,26,LCB,14,14,1,58,37,0.638,441,11.9,7.6,1,85.5,12.9,352,89,1,0,0,0,0,44,1,0.022,2023-08-21
2018,Arik Armstead,ArmsAr01,SF,25,RDE,16,16,0,1,1,1,16,16,16,0,118.7,-5,-5,21,0,14,5,3,22,48,7,0.127,2023-08-21
2018,Michael Brockers,BrocMi00,LA,28,LDE,16,16,0,1,0,0,0,,0,0,39.6,-2,0,0,0,6,2,1,9,54,3,0.053,2023-08-21
2018,Frank Clark,ClarFr01,SEA,25,RDE,16,16,1,5,5,1,34,6.8,6.8,0,55.4,0.8,4,30,2,22,12,13,48,41,11,0.212,2023-08-21
2018,Fletcher Cox,CoxxFl00,PHI,28,RDT,16,16,0,2,2,1,2,1,1,0,79.2,-5,-10,12,0,15,18,10.5,45,46,3,0.061,2023-08-21
2018,Rashaan Evans,EvanRa01,TEN,23,RILB,15,7,0,20,14,0.7,137,9.8,6.9,0,89,4.8,79,58,25,2,1,0,3,53,6,0.102,2023-08-21
2018,Kamu Grugier-Hill,GrugKa00,PHI,24,LLB,16,10,1,19,15,0.789,107,7.1,5.6,0,68.2,5.3,40,67,8,0,1,1,2,45,3,0.063,2023-08-21
2018,Derrick Kindred,KindDe00,CLE,25,DB,16,2,1,23,18,0.783,247,13.7,10.7,1,107.8,6.8,159,88,22,0,1,0,1,45,7,0.135,2023-08-21
2018,Larry Ogunjobi,OgunLa00,CLE,24,LDT,16,16,0,2,2,1,18,9,9,0,104.2,4.5,9,9,0,9,7,5.5,23,52,3,0.055,2023-08-21
2018,Corey Peters,PeteCo00,ARI,30,LDT,15,15,0,0,0,,0,,,0,,,0,0,0,3,1,2.5,7,50,4,0.074,2023-08-21
2018,Marcus Peters,PeteMa00,LA,25,LCB,16,16,3,78,50,0.641,732,14.6,9.4,6,104.2,10.1,489,243,2,0,1,0,1,43,7,0.14,2023-08-21
2018,Austin Calitro,CaliAu00,SEA,24,RLB,16,5,0,22,18,0.818,170,9.4,7.7,2,129.2,5.1,72,98,5,0,0,0.5,1,45,4,0.082,2023-08-21
2018,Barry Church,ChurBa99,JAX,30,SS,11,11,1,30,16,0.533,283,17.7,9.4,4,111.5,12.3,169,114,5,0,1,1,2,38,6,0.136,2023-08-21
2018,Trey Flowers,FlowTr00,NE,25,LDE,15,15,0,5,3,0.6,13,4.3,2.6,0,64.6,-2.6,-7,20,1,17,10,7.5,36,57,2,0.034,2023-08-21
2018,Rodney Gunter,GuntRo00,ARI,26,RDT,16,10,0,0,0,,0,,,0,,,0,0,0,7,4,4.5,16,44,4,0.083,2023-08-21
2018,Javon Hargrave,HargJa00,PIT,25,NT,16,14,0,0,0,,0,,,0,,,0,0,0,2,1,6.5,10,49,1,0.02,2023-08-21
2018,Duron Harmon,HarmDu00,NE,27,DB,16,6,4,18,11,0.611,198,18,11,1,77.8,14.9,132,66,14,0,1,0,1,38,1,0.026,2023-08-21
2018,BJ Hill,HillB.00,NYG,23,LDE,16,12,0,0,0,,0,,,0,,,0,0,0,7,1,5.5,14,48,2,0.04,2023-08-21
2018,Jaquiski Tartt,TartJa00,SF,26,SS,8,8,1,29,20,0.69,205,10.3,7.1,2,97.6,6.6,98,107,12,0,0,0,0,42,5,0.106,2023-08-21
2018,Carlos Dunlap,DunlCa99,CIN,29,LDE,16,16,0,2,2,1,5,2.5,2.5,0,79.2,-3.5,-7,12,1,18,12,8,38,47,3,0.06,2023-08-21
2018,Phillip Gaines,GainPh00,2TM,27,DB/RCB,11,6,0,35,22,0.629,290,13.2,8.3,1,98.5,11.3,235,55,2,0,0,0,0,39,1,0.025,2023-08-21
2018,Davon Godchaux,GodcDa00,MIA,24,LDT,16,16,0,0,0,,0,,,0,,,0,0,1,4,3,1,8,48,5,0.094,2023-08-21
2018,Brandon Graham,GrahBr99,PHI,30,RDE,16,16,0,2,1,0.5,4,4,2,0,56.2,-3,-3,7,3,17,4,4,26,39,6,0.133,2023-08-21
2018,Marlon Humphrey,HumpMa00,BAL,22,RCB,14,8,2,89,42,0.472,471,11.2,5.3,4,69.1,11,310,161,0,0,0,0,0,37,8,0.178,2023-08-21
2018,Dean Lowry,LowrDe00,GB,24,LDE,16,8,0,0,0,,0,,,0,,,0,0,1,9,2,3,14,44,7,0.137,2023-08-21
2018,Benson Mayowa,MayoBe00,ARI,27,DE,15,4,0,2,0,0,0,,0,0,39.6,4,0,0,0,7,5,4,16,38,5,0.116,2023-08-21
2018,Sharrod Neasman,NeasSh00,ATL,27,DB,12,0,0,33,22,0.667,238,10.8,7.2,4,127.3,7.8,144,94,4,0,0,0,0,44,7,0.137,2023-08-21
2018,Elandon Roberts,RobeEl00,NE,24,RLB,16,11,0,26,19,0.731,229,12.1,8.8,0,99.7,4.9,108,121,22,1,1,1,3,65,4,0.058,2023-08-21
2018,Ryan Smith,SmitRy00,TB,25,LCB,16,6,1,43,27,0.628,320,11.9,7.4,4,106.7,12,248,72,0,0,0,0,0,38,3,0.073,2023-08-21
2018,MJ Stewart,StewM.00,TB,23,DB,11,5,0,45,37,0.822,423,11.4,9.4,4,135.5,7.4,204,219,19,1,1,0,2,33,4,0.108,2023-08-21
2018,Greg Stroman,StroGr00,WAS,22,DB,15,3,1,44,28,0.636,439,15.7,10,3,109.9,11.3,241,198,2,1,0,0,1,38,3,0.073,2023-08-21
2018,Eric Wilson,WilsEr00,MIN,24,LB,16,4,0,19,16,0.842,95,5.9,5,1,105,0.7,14,81,15,1,1,2,4,42,5,0.106,2023-08-21
2018,Derek Wolfe,WolfDe00,DEN,28,LDE,16,16,1,0,0,,0,,,0,,,0,0,0,5,3,1.5,10,43,0,0,2023-08-21
2018,Genard Avery,AverGe00,CLE,23,LLB,16,5,0,21,14,0.667,168,12,8,1,106.8,5.3,58,110,77,12,8,4.5,25,40,3,0.07,2023-08-21
2018,Tony Brown,BrowTo01,GB,23,DB,11,3,0,39,22,0.564,223,10.1,5.7,2,90,9.5,165,58,0,0,0,0,0,34,2,0.056,2023-08-21
2018,Deone Bucannon,BucaDe00,ARI,26,DB,13,6,0,17,12,0.706,114,9.5,6.7,1,108.5,3,39,75,20,2,1,1,4,38,7,0.156,2023-08-21
2018,Rafael Bush,BushRa00,BUF,31,DB,15,7,0,37,30,0.811,281,9.4,7.6,3,125.3,5,114,167,15,1,0,1.5,3,45,6,0.118,2023-08-21
2018,Lorenzo Carter,CartLo01,NYG,23,LB,15,2,0,6,4,0.667,8,2,1.3,0,70.1,4.3,6,2,32,10,5,4,19,43,0,0,2023-08-21
2018,Bud Dupree,DuprAl00,PIT,25,ROLB,16,15,1,10,9,0.9,87,9.7,8.7,0,63.3,3,31,56,76,13,6,5.5,25,42,3,0.067,2023-08-21
2018,Holton Hill,HillHo00,MIN,21,DB,16,3,1,24,13,0.542,142,10.9,5.9,1,68.4,15.5,124,18,0,0,0,0,0,36,3,0.077,2023-08-21
2018,Malik Hooker,HookMa00,IND,22,FS,14,14,2,19,14,0.737,302,21.6,15.9,2,111.1,18.8,195,107,0,0,0,0,0,44,5,0.102,2023-08-21
2018,Jerry Hughes,HughJe99,BUF,30,RDE,16,16,0,3,1,0.333,13,13,4.3,0,47.9,4.7,12,1,3,21,10,7,39,37,10,0.213,2023-08-21
2018,Devon Kennard,KennDe00,DET,27,LLB,15,15,0,8,5,0.625,40,8,5,0,75,0,-5,45,61,13,5,7,25,46,3,0.061,2023-08-21
2018,Ryan Kerrigan,KerrRy00,WAS,30,ROLB,16,16,0,5,2,0.4,21,10.5,4.2,0,52.9,5,1,20,32,12,4,13,30,43,2,0.044,2023-08-21
2018,Marcus Maye,MayeMa00,NYJ,25,FS,6,6,1,13,7,0.538,101,14.4,7.8,2,86.9,14.4,64,37,1,0,0,0.5,1,34,5,0.128,2023-08-21
2018,Nicholas Morrow,MorrNi00,LV,23,LLB,16,5,0,27,20,0.741,177,8.9,6.6,0,91.1,1.1,13,164,15,2,1,1,4,43,9,0.173,2023-08-21
2018,Denzel Perryman,PerrDe00,LAC,26,MLB,9,9,1,28,15,0.536,167,11.1,6,2,80.5,4.8,71,96,4,2,1,0,3,51,9,0.15,2023-08-21
2018,DJ Reed,ReedD.00,SF,22,DB,15,2,0,16,14,0.875,122,8.7,7.6,1,119.3,9.3,61,61,8,2,0,1,3,41,5,0.109,2023-08-21
2018,Richard Sherman,SherRi00,SF,30,LCB,14,14,0,39,24,0.615,287,12,7.4,1,92.6,11.9,200,87,1,0,0,1,1,37,2,0.051,2023-08-21
2018,Preston Smith,SmitPr00,WAS,26,LOLB,16,16,1,12,9,0.75,36,4,3,0,42.4,2,12,24,32,12,9,4,26,53,9,0.145,2023-08-21
2018,Tavon Wilson,WilsTa00,DET,28,DB,15,3,0,21,13,0.619,126,9.7,6,1,94.5,7.9,82,44,3,0,0,1,1,36,4,0.1,2023-08-21
2018,Ahkello Witherspoon,WithAh00,SF,23,RCB,14,12,0,78,43,0.551,493,11.5,6.3,7,104.3,12.4,329,164,1,0,0,0,0,37,5,0.119,2023-08-21
2018,Daryl Worley,WorlDa00,LV,23,LCB,10,9,1,38,22,0.579,272,12.4,7.2,4,104.3,11.4,220,52,0,0,0,0,0,33,9,0.214,2023-08-21
2018,Andrew Adams,AdamAn00,TB,26,DB,13,4,4,39,23,0.59,264,11.5,6.8,0,39.9,9.4,179,85,3,0,1,0,1,38,8,0.174,2023-08-21
2018,Kyler Fackrell,FackKy00,GB,27,ROLB,16,7,0,10,4,0.4,30,7.5,3,0,47.9,7.5,7,23,41,6,1,10.5,18,42,7,0.143,2023-08-21
2018,Ben Gedeon,GedeBe00,MIN,24,LLB,15,8,0,12,8,0.667,85,10.6,7.1,0,87.2,5.7,24,61,5,0,0,0,0,53,3,0.054,2023-08-21
2018,Grant Haley,HaleGr00,NYG,22,LOLB,10,9,0,36,23,0.639,298,13,8.3,4,126.9,6.2,113,185,15,2,0,0,2,33,1,0.029,2023-08-21
2018,Cameron Heyward,HeywCa01,PIT,29,DT,16,16,0,1,0,0,0,,0,0,39.6,3,0,0,0,7,9,8,25,51,1,0.019,2023-08-21
2018,Troy Hill,HillTr01,LA,27,RCB,16,7,2,47,29,0.617,458,15.8,9.7,4,104.7,13.1,340,118,0,0,0,0,0,34,4,0.105,2023-08-21
2018,Matthew Judon,JudoMa00,BAL,26,ROLB,16,8,0,14,6,0.429,52,8.7,3.7,0,53.3,0.4,-10,62,70,18,10,7,36,44,7,0.137,2023-08-21
2018,Christian Kirksey,KirkCh00,CLE,26,LLB,7,7,2,42,31,0.738,322,10.4,7.7,2,91.6,5,126,196,37,2,1,0,3,43,8,0.157,2023-08-21
2018,Clay Matthews,MattCl99,GB,32,LOLB,16,16,0,6,4,0.667,88,22,14.7,0,109.7,2.3,17,71,63,10,7,3.5,21,43,7,0.14,2023-08-21
2018,Von Miller,MillVo00,DEN,29,ROLB,16,16,1,5,4,0.8,43,10.8,8.6,1,102.5,2.2,16,27,88,12,7,14.5,35,48,6,0.111,2023-08-21
2018,Montae Nicholson,NichMo00,WAS,23,SS,14,7,0,15,8,0.533,82,10.3,5.5,1,91.5,6.9,15,67,8,0,0,0,0,41,7,0.146,2023-08-21
2018,Kawann Short,ShorKa00,CAR,29,LDT,14,14,0,0,0,,0,,,0,,,0,0,0,9,3,3,16,42,5,0.106,2023-08-21
2018,Denico Autry,AutrDe00,IND,28,RDT,12,11,0,1,1,1,12,12,12,0,116.7,-2,-2,14,0,7,2,9,18,37,3,0.075,2023-08-21
2018,Marqui Christian,ChriMa00,LA,24,DB,16,0,0,36,23,0.639,307,13.3,8.5,0,90.9,9.9,181,126,10,0,1,0,1,36,4,0.1,2023-08-21
2018,Ken Crawley,CrawKe02,NO,25,LCB,10,5,0,47,33,0.702,514,15.6,10.9,4,134.5,13.3,398,116,3,2,0,0,2,31,2,0.061,2023-08-21
2018,Justin Houston,HousJu00,KC,29,ROLB,12,12,1,10,7,0.7,55,7.9,5.5,0,43.7,0.1,3,52,23,15,4,9,29,37,6,0.14,2023-08-21
2018,Melvin Ingram,IngrMe00,LAC,29,RDE,16,16,1,1,1,1,5,5,5,0,47.9,-3,-3,8,20,16,7,7,31,43,5,0.104,2023-08-21
2018,Avonte Maddox,MaddAv00,PHI,22,RCB/SS,13,9,2,42,19,0.452,243,12.8,5.8,1,52,12.1,183,60,2,0,0,0.5,1,35,4,0.103,2023-08-21
2018,Romeo Okwara,OkwaRo01,DET,23,LDE,15,14,0,3,1,0.333,23,23,7.7,0,61.8,1,1,22,11,9,6,7.5,23,39,2,0.049,2023-08-21
2018,Dalvin Tomlinson,TomlDa00,NYG,24,RDE/NT,16,16,0,2,1,0.5,14,14,7,0,72.9,2.5,8,6,0,8,0,0,8,59,1,0.017,2023-08-21
2018,Damien Wilson,WilsDa02,DAL,25,LLB,16,7,0,21,16,0.762,170,10.6,8.1,2,131.1,5.8,66,104,15,3,0,1,4,37,8,0.178,2023-08-21
2018,Allen Bailey,BailAl00,KC,29,LDE,16,13,0,1,1,1,-2,-2,-2,0,79.2,-4,-4,2,0,8,3,6,17,38,9,0.191,2023-08-21
2018,Preston Brown,BrowPr00,CIN,26,MLB,7,7,2,24,17,0.708,156,9.2,6.5,0,53.5,2.8,45,111,11,2,0,0,2,42,1,0.023,2023-08-21
2018,Reggie Gilbert,GilbRe01,GB,25,DE,16,0,0,5,4,0.8,32,8,6.4,0,93.3,3.6,16,16,31,10,5,2.5,18,38,6,0.136,2023-08-21
2018,Eddie Goldman,GoldEd00,CHI,24,NT,16,16,0,0,0,,0,,,0,,,0,0,0,5,0,3,8,40,0,0,2023-08-21
2018,Sam Hubbard,HubbSa00,CIN,23,DE,16,0,0,5,4,0.8,52,13,10.4,1,149.6,-0.8,0,52,1,5,2,6,13,39,6,0.133,2023-08-21
2018,Grady Jarrett,JarrGr00,ATL,25,RDT,14,14,0,1,1,1,5,5,5,0,87.5,3,3,2,0,14,7,6,28,52,4,0.071,2023-08-21
2018,Jayron Kearse,KearJa00,MIN,24,DB,16,1,0,17,12,0.706,80,6.7,4.7,0,80.5,3.3,28,52,1,0,0,0.5,1,32,1,0.03,2023-08-21
2018,Cassius Marsh,MarsCa00,SF,26,DE,16,3,0,11,7,0.636,51,7.3,4.6,0,74.4,5.4,19,32,6,18,7,5.5,31,38,3,0.073,2023-08-21
2018,Antonio Morrison,MorrAn01,GB,24,RILB,16,8,0,12,10,0.833,91,9.1,7.6,0,98.3,3.8,41,50,14,0,1,1,2,48,7,0.127,2023-08-21
2018,Jordan Richards,RichJo00,ATL,25,FS,15,12,0,30,21,0.7,239,11.4,8,1,104.7,4.6,53,186,4,0,1,0,1,39,5,0.114,2023-08-21
2018,Stephon Tuitt,TuitSt00,PIT,25,RDE,14,14,0,1,1,1,8,8,8,0,100,2,2,6,0,14,12,5.5,32,45,2,0.043,2023-08-21
2018,Leonard Williams,WillLe02,NYJ,24,LDE,16,16,0,0,0,,0,,,0,,,0,0,0,8,12,5,26,42,10,0.192,2023-08-21
2018,Tae Davis,DaviTa00,NYG,22,LB,14,4,0,23,17,0.739,198,11.6,8.6,1,114,4.7,103,95,14,1,2,2,5,33,7,0.175,2023-08-21
2018,Neville Hewitt,HewiNe00,NYJ,25,LB,16,4,0,22,13,0.591,156,12,7.1,1,96,5.4,70,86,10,0,0,1.5,2,39,4,0.093,2023-08-21
2018,Maurice Hurst,HursMa00,LV,23,LDT,13,10,0,1,1,1,0,0,0,0,79.2,-1,-1,1,0,2,0,4,6,31,0,0,2023-08-21
2018,Sheldon Rankins,RankSh00,NO,24,LDT,16,16,0,6,5,0.833,28,5.6,4.7,0,86.1,1.8,6,22,0,12,5,8,25,40,3,0.07,2023-08-21
2018,Sheldon Richardson,RichSh00,MIN,28,LDT,16,16,0,0,0,,0,,,0,,,0,0,0,12,7,4.5,25,49,4,0.075,2023-08-21
2018,ZaDarius Smith,SmitZa00,BAL,26,ROLB,16,8,0,8,5,0.625,49,9.8,6.1,0,79.7,1.6,8,41,49,12,13,8.5,35,45,2,0.043,2023-08-21
2018,Charvarius Ward,WardCh01,KC,22,DB,13,2,0,19,15,0.789,182,12.1,9.6,1,124.1,11.1,156,26,0,0,0,0,0,30,0,0,2023-08-21
2018,Ramik Wilson,WilsRa00,LA,26,LB,16,4,0,16,11,0.688,84,7.6,5.3,0,81.2,1.1,16,68,3,0,0,0,0,35,1,0.028,2023-08-21
2018,Michael Bennett,BennMi99,PHI,33,LDE,16,10,0,2,2,1,13,6.5,6.5,0,93.7,1.5,3,10,0,18,18,9,46,34,5,0.128,2023-08-21
2018,Samson Ebukam,EbukSa00,LA,23,LOLB,16,14,1,13,8,0.615,34,4.3,2.6,0,33.8,1.7,-11,45,79,19,4,3,26,40,11,0.216,2023-08-21
2018,Reuben Foster,FostRe00,SF,24,RLB,6,6,0,24,16,0.667,178,11.1,7.4,1,102.4,5.2,61,117,20,0,2,0,2,29,10,0.256,2023-08-21
2018,Markus Golden,GoldMa00,ARI,27,LDE,11,11,0,0,0,,0,,,0,,,0,0,3,6,4,2.5,13,30,1,0.032,2023-08-21
2018,Adam Gotsis,GotsAd00,DEN,26,RDE,16,12,0,0,0,,0,,,0,,,0,0,0,2,4,3,9,38,2,0.05,2023-08-21
2018,Lawrence Guy,GuyxLa00,NE,28,LDT,16,15,0,1,0,0,0,,0,0,39.6,-5,0,0,0,3,9,1,13,59,2,0.033,2023-08-21
2018,Nate Hairston,HairNa00,IND,24,RCB,13,7,0,30,22,0.733,288,13.1,9.6,2,125.4,8.8,183,105,3,0,0,0,0,30,4,0.118,2023-08-21
2018,Xavien Howard,HowaXa00,MIA,25,LCB,12,12,7,63,33,0.524,433,13.1,6.9,5,61.2,14.4,253,180,2,0,0,0,0,35,6,0.146,2023-08-21
2018,Malik Jackson,JackMa02,JAX,28,RDT,16,10,0,2,2,1,28,14,14,0,118.7,3.5,7,21,0,9,8,3.5,21,32,5,0.135,2023-08-21
2018,Reggie Nelson,NelsRe99,LV,35,FS,11,7,2,22,15,0.682,289,19.3,13.1,2,103.4,17.1,230,59,11,0,0,0,0,29,7,0.194,2023-08-21
2018,Yannick Ngakoue,NgakYa00,JAX,23,LDE,16,16,0,4,2,0.5,7,3.5,1.8,0,56.2,0.5,0,7,8,21,20,9.5,51,28,7,0.2,2023-08-21
2018,Alex Okafor,OkafAl00,NO,27,RDE,16,16,0,2,0,0,8,,4,0,43.7,1.5,3,5,6,13,5,4,22,36,3,0.077,2023-08-21
2018,Will Parks,ParkWi01,DEN,24,DB,16,3,1,28,18,0.643,191,10.6,6.8,0,69.2,9.2,109,82,25,0,2,0,2,41,7,0.146,2023-08-21
2018,Robert Quinn,QuinRo00,MIA,28,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,13,8,6.5,28,38,5,0.116,2023-08-21
2018,Nickell Robey-Coleman,RobeNi00,LA,26,DB,16,1,1,58,38,0.655,295,7.8,5.1,3,87.9,5.4,101,194,0,0,0,0,0,37,7,0.159,2023-08-21
2018,Terrell Suggs,SuggTe99,BAL,36,LOLB,16,16,0,10,6,0.6,75,12.5,7.5,0,83.3,1.8,20,55,86,24,5,7,37,34,8,0.19,2023-08-21
2018,Xavier Williams,WillXa00,KC,26,DT,16,4,0,0,0,,0,,,0,,,0,0,0,1,1,2.5,5,47,5,0.096,2023-08-21
2018,Shareece Wright,WrigSh00,HOU,31,DB,12,5,0,56,36,0.643,437,12.1,7.8,4,112,12.1,262,175,0,0,0,0,0,32,6,0.158,2023-08-21
2018,Geno Atkins,AtkiGe99,CIN,30,RDT,16,16,0,0,0,,0,,,0,,,0,0,1,16,9,10,35,45,2,0.043,2023-08-21
2018,Ronald Blair,BlaiRo00,SF,25,DE,16,0,0,1,1,1,4,4,4,0,83.3,-1,-1,5,0,8,6,5.5,20,36,3,0.077,2023-08-21
2018,Gareon Conley,ConlGa00,LV,23,RCB,15,14,3,59,36,0.61,536,14.9,9.1,4,92.2,11.3,277,259,0,0,0,0,0,37,4,0.098,2023-08-21
2018,Brandon Copeland,CopeBr00,NYJ,27,LOLB,16,10,0,5,3,0.6,32,10.7,6.4,0,78.7,0.6,-1,33,39,14,8,5,27,35,4,0.103,2023-08-21
2018,Mike Ford,FordMi01,DET,23,DB,7,4,0,37,25,0.676,443,17.7,12,1,117.3,12,280,163,0,0,0,0,0,25,2,0.074,2023-08-21
2018,Marcell Harris,HarrMa03,SF,24,SS,8,5,0,15,12,0.8,110,9.2,7.3,2,136.8,7.1,61,49,8,3,0,0,3,34,8,0.19,2023-08-21
2018,Ronnie Harrison,HarrRo02,JAX,21,DB,14,8,1,18,14,0.778,97,6.9,5.4,0,66,3.5,43,54,8,0,0,1,1,32,3,0.086,2023-08-21
2018,Donta Hightower,HighDo01,NE,28,LLB,15,15,1,35,25,0.714,236,9.4,6.7,1,87.3,4.3,90,146,105,8,3,1,12,48,4,0.077,2023-08-21
2018,Jordan Jenkins,JenkJo01,NYJ,24,ROLB,16,11,0,10,9,0.9,118,13.1,11.8,1,149.2,3,25,93,58,9,5,7,22,35,2,0.054,2023-08-21
2018,Harold Landry,LandHa00,TEN,22,LB,15,3,0,7,5,0.714,36,7.2,5.1,0,83,0.6,1,35,26,14,7,4.5,26,44,7,0.137,2023-08-21
2018,Sherrick McManis,McMaSh99,CHI,31,DB,15,0,1,33,18,0.545,149,8.3,4.5,1,63.8,10.3,77,72,13,2,1,1,4,26,2,0.071,2023-08-21
2018,Emmanuel Ogbah,OgbaEm00,CLE,25,RDE,14,14,0,0,0,,0,,,0,,,0,0,3,17,4,3,26,40,4,0.091,2023-08-21
2018,Teez Tabor,TaboTe00,DET,23,DB,12,4,0,27,17,0.63,335,19.7,12.4,3,143.3,13,266,69,1,0,0,0,0,28,1,0.034,2023-08-21
