Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
509,Joshua Dobbs,28,MIN,QB,5,4,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,1.20,,DobbJo00
510,Phillip Dorsett,30,DEN,WR,2,1,1.50,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,DorsPh00
511,Jeff Driskel,30,CLE,QB,1,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,DrisJe00
512,D'Wayne Eskridge,26,SEA,WR,4,0,0.25,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,EskrDW00
513,Zach Evans,22,LAR,RB,10,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,EvanZa00
514,Erik Ezukanma,23,MIA,WR,2,0,0.50,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,EzukEr00
515,Justin Fields,24,CHI,QB,13,13,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.77,,FielJu00
516,Joe Flacco,38,CLE,QB,5,5,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.80,AP CPoY-1,FlacJo00
517,Leonard Fournette,28,BUF,RB,2,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,FourLe00
518,Blaine Gabbert,34,KAN,QB,2,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,GabbBl00
519,Jimmy Garoppolo,32,LVR,QB,7,6,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.14,,GaroJi00
520,Blake Gillikin,25,ARI,P,13,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,GillBl00
521,Jared Goff,29,DET,QB,17,17,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.35,,GoffJa00
522,Derrick Gore,29,WAS,RB,6,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,GoreDe00
523,Robert Hainsey,25,TAM,C,17,17,0.00,0.00,-0.18,,0.00,0.00,,,0.0,-0.2,,,0.06,,HainRo00
524,Jaren Hall,25,MIN,QB,3,2,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.67,,HallJa00
525,Jamycal Hasty,27,JAX,RB,3,0,0.67,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,HastJa02
526,Taylor Heinicke,30,ATL,QB,5,4,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.20,,HeinTa00
527,Johnny Hekker,33,CAR,P,17,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.06,,HekkJo00
528,Travis Homer,25,CHI,RB,16,0,0.06,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,HomeTr00
529,Amani Hooker,25,TEN,DB,13,13,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,HookAm00
530,Brian Hoyer,38,LVR,QB,3,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,HoyeBr00
531,Tyler Huntley,25,BAL,QB,5,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,HuntTy01
532,Jalen Hurts,25,PHI,QB,17,17,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.53,PB,HurtJa00
533,Lamar Jackson,26,BAL,QB,16,16,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.69,PBAP-1AP MVP-1AP OPoY-4AP CPoY-9,JackLa00
534,Shedrick Jackson,24,CIN,WR,5,0,0.20,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,JackSh01
535,Cameron Johnston,31,HOU,P,13,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,JohnCa02
536,Daniel Jones,26,NYG,QB,6,6,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.67,,JoneDa05
537,Mac Jones,25,NWE,QB,11,11,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.27,,JoneMa05
538,Case Keenum,35,HOU,QB,2,2,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.50,,KeenCa00
539,Trevor Lawrence,24,JAX,QB,16,16,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.75,,LawrTr00
540,Will Levis,24,TEN,QB,9,9,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.78,,LeviWi00
541,Drew Lock,27,SEA,QB,4,2,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,LockDr00
542,Jordan Love,25,GNB,QB,17,17,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.53,,LoveJo03
543,Patrick Mahomes,28,KAN,QB,16,16,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.31,PBAP MVP-7,MahoPa00
544,Marcus Mariota,30,PHI,QB,3,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.33,,MariMa01
545,Baker Mayfield,28,TAM,QB,17,17,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.47,PBAP CPoY-3,MayfBa00
546,Sean McKeon,26,DAL,TE,9,0,0.22,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,McKeSe01
547,Davis Mills,25,HOU,QB,6,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,MillDa02
548,Jordan Mims,24,NOR,RB,2,0,1.00,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,MimsJo00
549,Gardner Minshew II,27,IND,QB,17,13,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.47,PB,MinsGa00
550,Nick Mullens,28,MIN,QB,5,3,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.40,,MullNi00
551,Kyler Murray,26,ARI,QB,8,8,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.88,AP CPoY-9,MurrKy00
552,Nick Niemann,26,LAC,LB,17,3,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.06,,NiemNi00
553,Keisean Nixon,26,GNB,CB,17,13,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.18,AP-1,NixoKe00
554,Kene Nwangwu,25,MIN,RB,9,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,NwanKe00
555,Aidan O'Connell,25,LVR,QB,11,10,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.36,,OConAi00
556,Albert Okwuegbunam,25,PHI,TE,4,0,0.25,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,OkwuAl00
557,Nathan Peterman,29,CHI,QB,2,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.50,,PeteNa00
558,Kenny Pickett,25,PIT,QB,12,12,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.17,,PickKe00
559,Dak Prescott,30,DAL,QB,17,17,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.24,PBAP-2AP MVP-2AP OPoY-5,PresDa01
560,James Proche,27,CLE,WR,10,1,0.50,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.10,,ProcJa00
561,Brock Purdy,24,SFO,QB,16,16,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.38,PBAP MVP-4AP OPoY-6AP CPoY-6,PurdBr00
562,Jalen Reeves-Maybin,28,DET,LB,17,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,PBAP-2,ReevJa00
563,Anthony Richardson,21,IND,QB,4,4,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.75,,RichAn03
564,Amari Rodgers,24,IND,WR,3,0,0.67,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,RodgAm00
565,Mason Rudolph,28,PIT,QB,4,3,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.75,,RudoMa00
566,Cooper Rush,30,DAL,QB,7,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,RushCo00
567,Brett Rypien,27,LAR,QB,2,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,1.00,,RypiBr00
568,Trevor Siemian,32,NYJ,QB,5,3,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,1.00,,SiemTr00
569,Matthew Stafford,35,LAR,QB,15,15,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,PBAP MVP-8AP CPoY-4,StafMa00
570,Easton Stick,28,LAC,QB,5,4,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,1.00,,SticEa00
571,Jarrett Stidham,27,DEN,QB,3,2,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.33,,StidJa00
572,Ryan Stonehouse,24,TEN,P,12,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.08,,StonRy00
573,Cole Strange,25,NWE,OL,10,10,0.00,0.00,0.30,,0.00,0.00,,,0.0,0.3,,,0.00,,StraCo01
574,Tua Tagovailoa,25,MIA,QB,17,17,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.76,PBAP CPoY-5,TagoTu00
575,Ryan Tannehill,35,TEN,QB,10,8,0.10,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.40,,TannRy00
576,Trent Taylor,29,CHI,WR,17,0,0.12,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.12,,TaylTr02
577,Tyrod Taylor,34,NYG,QB,11,5,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.36,,TaylTy00
578,Dorian Thompson-Robinson,24,CLE,QB,8,3,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.25,,ThomDo02
579,Kyle Trask,25,TAM,QB,2,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,TrasKy00
580,Mitchell Trubisky,29,PIT,QB,5,2,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.20,,TrubMi00
581,Clayton Tune,24,ARI,QB,7,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.29,,TuneCl00
582,Zeke Turner,27,ARI,LB,16,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,TurnZe00
583,Greg Van Roten,33,LVR,G,17,17,0.00,0.00,0.29,,0.00,0.00,,,0.0,0.3,,,0.06,,VanRGr00
584,P.J. Walker,28,CLE,QB,6,2,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.67,,WalkPh00
585,Jonathan Ward,26,TEN,RB,7,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,WardJo00
586,Deshaun Watson,28,CLE,QB,6,6,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.83,,WatsDe00
587,Tress Way,33,WAS,P,17,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,WayxTr00
588,Carson Wentz,31,LAR,QB,2,1,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,WentCa00
589,Mike White,28,MIA,QB,6,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.17,,WhitMi01
590,Jonathan Williams,29,WAS,RB,1,0,1.00,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,WillJo07
591,Rodney Williams,25,PIT,TE,13,0,0.15,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,WillRo08
592,Malik Willis,24,TEN,QB,3,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.33,,WillMa12
593,Russell Wilson,35,DEN,QB,15,15,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.67,,WilsRu00
594,Zach Wilson,24,NYJ,QB,12,11,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.92,,WilsZa00
595,Juwann Winfree,27,IND,WR,8,1,0.13,0.00,0.00,,0.00,0.00,0.0,,0.0,0.0,0.0,0.0,0.00,,WinfJu00
596,Jameis Winston,29,NOR,QB,7,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,WinsJa00
597,Logan Woodside,28,ATL,QB,1,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.00,,WoodLo00
598,Bryce Young,22,CAR,QB,16,16,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.69,,YounBr01
599,Bailey Zappe,24,NWE,QB,10,6,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.20,,ZappBa00
600,Ty Zentner,25,TEN,P,5,0,0.00,0.00,0.00,,0.00,0.00,,,0.0,0.0,,,0.20,,ZentTy00
