season,club_code,week,game_type,depth_team,last_name,first_name,football_name,formation,gsis_id,jersey_number,position,elias_id,depth_position,full_name
2024,ATL,1.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,1.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,1.0,REG,2,Blair,Chris,Chris,Offense,00-0036463,19,WR,BLA490972,WR,Chris Blair
2024,ATL,1.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,1.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,2.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,2.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,2.0,REG,2,Blair,Chris,Chris,Offense,00-0036463,19,WR,BLA490972,WR,Chris Blair
2024,ATL,2.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,2.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,3.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,3.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,3.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,3.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,3.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,4.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,4.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,4.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,4.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,4.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,5.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,5.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,5.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,5.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,5.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,6.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,6.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,6.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,6.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,6.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,7.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,7.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,7.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,7.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,7.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,8.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,8.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,8.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,8.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,8.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,9.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,9.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,9.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,9.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,9.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,10.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,10.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,10.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,10.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,10.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,11.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,11.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,11.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,11.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,11.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,12.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,12.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,12.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,12.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,12.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,12.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,13.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,13.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,13.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,13.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,13.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,13.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,14.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,14.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,14.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,14.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,14.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,14.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,15.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,15.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,15.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,15.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,15.0,REG,3,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,15.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,15.0,REG,2,Blair,Chris,Chris,Offense,00-0036463,19,WR,BLA490972,WR,Chris Blair
2024,ATL,16.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,16.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,16.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,16.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,16.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,16.0,REG,3,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,17.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,17.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,17.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,17.0,REG,3,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,17.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,17.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,18.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,18.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,18.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,ATL,18.0,REG,2,Blair,Chris,Chris,Offense,00-0036463,19,WR,BLA490972,WR,Chris Blair
2024,ATL,18.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,18.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,18.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,19.0,REG,2,Hodge,KhaDarel Lott,KhaDarel,Offense,00-0034854,12,WR,HOD250493,WR,KhaDarel Hodge
2024,ATL,19.0,REG,1,Mooney,Darnell,Darnell,Offense,00-0036309,1,WR,MOO076900,WR,Darnell Mooney
2024,ATL,19.0,REG,2,McCloud,Ray-Ray,Ray-Ray,Special Teams,00-0034407,34,WR,MCC417118,KOR,Ray-Ray McCloud
2024,ATL,19.0,REG,1,London,Drake,Drake,Offense,00-0037238,5,WR,LON013463,WR,Drake London
2024,ATL,19.0,REG,1,McCloud,Ray-Ray,Ray-Ray,Offense,00-0034407,34,WR,MCC417118,WR,Ray-Ray McCloud
2024,ATL,19.0,REG,2,Blair,Chris,Chris,Offense,00-0036463,19,WR,BLA490972,WR,Chris Blair
2024,ATL,19.0,REG,2,Washington,Casey,Casey,Offense,00-0039394,82,WR,WAS075963,WR,Casey Washington
2024,BUF,1.0,REG,1,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,1.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,1.0,REG,2,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,1.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,2.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,2.0,REG,1,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,2.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,2.0,REG,2,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,3.0,REG,2,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,3.0,REG,1,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,3.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,3.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,3.0,REG,2,Valdes-Scantling,Marquez,Marquez,Offense,00-0034272,10,WR,VAL142116,WR,Marquez Valdes-Scantling
2024,BUF,4.0,REG,2,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,4.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,4.0,REG,2,Valdes-Scantling,Marquez,Marquez,Offense,00-0034272,10,WR,VAL142116,WR,Marquez Valdes-Scantling
2024,BUF,4.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,4.0,REG,1,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,5.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,5.0,REG,1,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,5.0,REG,2,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,5.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,5.0,REG,2,Valdes-Scantling,Marquez,Marquez,Offense,00-0034272,10,WR,VAL142116,WR,Marquez Valdes-Scantling
2024,BUF,6.0,REG,1,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,6.0,REG,2,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,6.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,6.0,REG,2,Valdes-Scantling,Marquez,Marquez,Offense,00-0034272,10,WR,VAL142116,WR,Marquez Valdes-Scantling
2024,BUF,6.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,7.0,REG,2,Valdes-Scantling,Marquez,Marquez,Offense,00-0034272,10,WR,VAL142116,WR,Marquez Valdes-Scantling
2024,BUF,7.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,7.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,7.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,7.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,8.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,8.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,8.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,8.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,8.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,9.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,9.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,9.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,9.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,9.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,10.0,REG,2,Virgil,Jalen,Jalen,Offense,00-0037387,89,WR,VIR259235,WR,Jalen Virgil
2024,BUF,10.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,10.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,10.0,REG,3,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,10.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,10.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,11.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,11.0,REG,2,Virgil,Jalen,Jalen,Offense,00-0037387,89,WR,VIR259235,WR,Jalen Virgil
2024,BUF,11.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,11.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,11.0,REG,3,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,11.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,12.0,REG,2,Virgil,Jalen,Jalen,Offense,00-0037387,89,WR,VIR259235,WR,Jalen Virgil
2024,BUF,12.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,12.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,12.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,12.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,12.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,13.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,13.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,13.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,13.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,13.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,13.0,REG,2,Virgil,Jalen,Jalen,Offense,00-0037387,89,WR,VIR259235,WR,Jalen Virgil
2024,BUF,14.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,14.0,REG,2,Virgil,Jalen,Jalen,Offense,00-0037387,89,WR,VIR259235,WR,Jalen Virgil
2024,BUF,14.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,14.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,14.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,14.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,15.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,15.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,15.0,REG,2,Virgil,Jalen,Jalen,Offense,00-0037387,89,WR,VIR259235,WR,Jalen Virgil
2024,BUF,15.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,15.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,15.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,16.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,16.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,16.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,16.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,16.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,17.0,REG,2,Virgil,Jalen,Jalen,Offense,00-0037387,89,WR,VIR259235,WR,Jalen Virgil
2024,BUF,17.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,17.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,17.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,17.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,17.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,18.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,18.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,18.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,18.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,18.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,19.0,REG,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,19.0,REG,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,19.0,REG,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,19.0,REG,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,19.0,REG,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,19.0,WC,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
2024,BUF,19.0,WC,2,Cooper,Amari,Amari,Offense,00-0031544,18,WR,COO487703,WR,Amari Cooper
2024,BUF,19.0,WC,1,Shakir,Khalil,Khalil,Special Teams,00-0037261,10,WR,SHA107427,PR,Khalil Shakir
2024,BUF,19.0,WC,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,19.0,WC,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,19.0,WC,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,20.0,DIV,1,Coleman,Keon,Keon,Offense,00-0039901,0,WR,COL295571,WR,Keon Coleman
2024,BUF,20.0,DIV,2,Samuel,Curtis,Curtis,Offense,00-0033282,1,WR,SAM633285,WR,Curtis Samuel
2024,BUF,20.0,DIV,1,Shakir,Khalil,Khalil,Offense,00-0037261,10,WR,SHA107427,WR,Khalil Shakir
2024,BUF,20.0,DIV,1,Shakir,Khalil,Khalil,Special Teams,00-0037261,10,WR,SHA107427,PR,Khalil Shakir
2024,BUF,20.0,DIV,1,Hollins,Mack,Mack,Offense,00-0033555,13,WR,HOL280459,WR,Mack Hollins
