Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
372,Jake Kumerow,30,BUF,WR,6,1,7,4,64,4,47,11.8,17,4.3,12.9,0,,0,0.0,0,87.8,,KumeJa00
374,Anthony Schwartz,22,CLE,WR,11,1,10,4,51,2,24,6.0,27,6.8,14.2,0,,2,20.0,0,56.7,,SchwAn00
376,Freddie Swain,24,DEN,WR,3,1,6,4,74,3,47,11.8,27,6.8,10.3,0,,0,0.0,1,69.4,,SwaiFr00
377,Tylan Wallace,23,BAL,WR,9,0,7,4,33,1,24,6.0,9,2.3,13.4,1,4.0,1,14.3,0,69.3,,WallTy00
378,Montrell Washington,23,DEN,WR,15,1,9,4,2,0,-11,-2.8,13,3.3,17.0,0,,1,11.1,0,51.6,,WashMo00
384,Bryan Edwards,24,ATL,WR,7,1,5,3,15,0,6,2.0,9,3.0,8.2,0,,0,0.0,1,25.0,,EdwaBr01
387,Simi Fehoko,25,DAL,WR,5,0,4,3,24,1,14,4.7,10,3.3,12.8,0,,0,0.0,0,89.6,,FehoSi00
388,Penny Hart,26,SEA,WR,9,0,4,3,20,1,8,2.7,12,4.0,7.8,0,,0,0.0,0,85.4,,HartPe01
389,Cody Hollister,29,TEN,WR,11,3,5,3,54,2,46,15.3,8,2.7,15.6,0,,0,0.0,1,57.5,,HollCo00
390,Jesper Horsted,25,LVR,WR,15,0,4,3,19,0,13,4.3,6,2.0,6.5,0,,0,0.0,0,84.4,,HorsJe00
392,Tim Jones,24,JAX,WR,17,1,4,3,30,1,9,3.0,21,7.0,1.8,1,3.0,1,25.0,0,95.8,,JoneTi00
394,Ty Montgomery,29,NWE,WR,1,0,4,3,15,1,8,2.7,7,2.3,3.3,0,,0,0.0,0,119.8,,MontTy01
398,Mike Strachan,25,IND,WR,13,0,9,3,59,3,46,15.3,13,4.3,14.3,0,,0,0.0,0,57.2,,StraMi03
402,Daylen Baldwin,23,CLE,WR,1,0,2,2,25,2,25,12.5,0,0.0,12.5,0,,0,0.0,0,118.7,,BaldDa01
406,Miles Boykin,26,PIT,WR,16,1,3,2,11,1,11,5.5,0,0.0,15.3,0,,0,0.0,0,72.9,,BoykMi00
409,Quintez Cephus,24,DET,WR,4,1,3,2,15,1,11,5.5,4,2.0,4.7,0,,0,0.0,0,78.5,,CephQu00
410,Tyrie Cleveland,25,DEN,WR,6,0,7,2,28,1,11,5.5,17,8.5,14.1,1,2.0,0,0.0,1,4.2,,ClevTy00
411,Pharoh Cooper,27,ARI,WR,5,1,2,2,6,0,-6,-3.0,12,6.0,-3.0,0,,0,0.0,0,79.2,,CoopPh00
412,Jaelon Darden,23,TAM,WR,12,0,2,2,26,1,10,5.0,16,8.0,5.0,0,,0,0.0,0,118.7,,DardJa00
415,Demetric Felton,24,CLE,WR,8,2,4,2,8,0,-3,-1.5,11,5.5,4.0,0,,0,0.0,0,56.2,,FeltDe00
416,Jalen Guyton,25,LAC,WR,3,0,4,2,64,2,57,28.5,7,3.5,28.8,0,,0,0.0,0,95.8,,GuytJa01
417,Deonte Harty,25,NOR,WR,4,0,2,2,13,0,5,2.5,8,4.0,2.5,0,,0,0.0,0,93.7,,HarrDe07
419,Dennis Houston,23,DAL,WR,2,0,6,2,16,0,10,5.0,6,3.0,13.2,0,,0,0.0,0,42.4,,HousDe01
420,Lil'Jordan Humphrey,24,NWE,WR,6,2,4,2,20,0,5,2.5,15,7.5,6.8,0,,0,0.0,0,64.6,,HumpLi01
422,Andy Isabella,26,ARI,WR,3,0,5,2,21,2,16,8.0,5,2.5,14.0,0,,0,0.0,0,52.9,,IsabAn00
423,Cade Johnson,24,SEA,WR,3,0,4,2,21,2,15,7.5,6,3.0,9.0,0,,0,0.0,0,65.6,,JohnCa03
424,Keith Kirkwood,28,NOR,WR,5,1,4,2,18,1,14,7.0,4,2.0,13.8,0,,1,25.0,0,62.5,,KirkKe00
427,Racey McMath,23,TEN,WR,5,0,8,2,40,1,33,16.5,7,3.5,22.0,0,,0,0.0,1,8.3,,McMaRa00
429,Dezmon Patmon,24,IND,WR,1,0,6,2,24,1,17,8.5,7,3.5,12.2,0,,1,16.7,1,6.9,,PatmDe00
432,Braylon Sanders,23,MIA,WR,3,0,3,2,17,0,14,7.0,3,1.5,14.0,0,,0,0.0,0,81.2,,SandBr00
436,Mike Thomas,28,CIN,WR,10,2,10,2,38,1,14,7.0,24,12.0,12.2,0,,1,10.0,1,3.3,,ThomMi04
437,Jalen Tolbert,23,DAL,WR,8,1,3,2,12,0,10,5.0,2,1.0,15.0,0,,0,0.0,0,74.3,,TolbJa00
438,Austin Trammell,24,LAR,WR,6,0,4,2,13,1,13,6.5,0,0.0,7.5,0,,0,0.0,0,57.3,,TramAu00
440,Jalen Virgil,24,DEN,WR,9,1,5,2,75,2,32,16.0,43,21.5,14.0,0,,0,0.0,0,127.1,,VirgJa00
442,Nsimba Webster,26,CHI,WR,2,0,3,2,14,1,10,5.0,4,2.0,7.3,0,,0,0.0,0,77.1,,WebsNs00
444,Kevin White,30,NOR,WR,7,2,5,2,74,2,6,3.0,68,34.0,18.2,0,,1,20.0,1,47.9,,WhitKe00
446,Dareke Young,23,SEA,WR,13,0,2,2,24,2,1,0.5,23,11.5,0.5,1,2.0,0,0.0,0,116.7,,YounDa02
448,Maurice Alexander,25,DET,WR,4,0,1,1,7,0,3,3.0,4,4.0,3.0,0,,0,0.0,0,95.8,,AlexMa02
450,C.J. Board,29,TEN,WR,4,0,1,1,6,0,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7,,BoarC.00
451,John Brown,32,BUF,WR,3,0,2,1,42,1,42,42.0,0,0.0,43.0,0,,0,0.0,0,135.4,,BrowJo02
453,Jalen Camp,24,HOU,WR,2,0,1,1,7,1,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8,,CampJa03
454,Keke Coutee,25,IND,WR,8,0,1,1,20,0,12,12.0,8,8.0,12.0,0,,0,0.0,0,118.7,,CoutKe00
455,Frank Darby,25,ATL,WR,5,0,1,1,15,1,14,14.0,1,1.0,14.0,0,,0,0.0,0,118.7,,DarbFr00
458,Erik Ezukanma,22,MIA,WR,1,0,1,1,3,0,-4,-4.0,7,7.0,-4.0,0,,0,0.0,0,79.2,,EzukEr00
461,Danny Gray,23,SFO,WR,13,0,7,1,10,1,6,6.0,4,4.0,22.9,0,,1,14.3,0,39.6,,GrayDa02
463,Jacob Harris,25,LAR,WR,7,0,1,1,6,1,4,4.0,2,2.0,4.0,0,,0,0.0,0,91.7,,HarrJa03
465,Tyron Johnson,26,HOU,WR,2,1,1,1,8,0,-2,-2.0,10,10.0,-2.0,0,,0,0.0,0,100.0,,JohnTy03
467,Mason Kinsey,24,TEN,WR,2,0,1,1,3,0,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2,,KinsMa00
470,Jason Moore,27,LAC,WR,6,0,2,1,5,0,5,5.0,0,0.0,12.0,0,,0,0.0,0,56.2,,MoorJa02
475,Keith Smith,30,ATL,WR,17,6,2,1,8,0,0,0.0,8,8.0,1.0,0,,0,0.0,0,60.4,,SmitKe03
476,Ihmir Smith-Marsette,23,CHI,WR,6,0,4,1,15,0,10,10.0,5,5.0,7.0,0,,1,25.0,0,42.7,,SmitIh00
480,KaVontae Turpin,26,DAL,WR,17,0,2,1,9,0,4,4.0,5,5.0,6.5,0,,0,0.0,0,62.5,PB,TurpKa00
482,Cody White,24,PIT,WR,1,1,1,1,2,0,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2,,WhitCo05
483,Jameson Williams,21,DET,WR,6,0,9,1,41,1,36,36.0,5,5.0,16.4,0,,2,22.2,0,83.1,,WillJa11
487,Juwann Winfree,26,GNB,WR,3,0,4,1,17,1,12,12.0,5,5.0,13.0,0,,1,25.0,0,44.8,,WinfJu00
489,Josh Ali,23,ATL,WR,2,0,1,0,0,0,0,,0,,45.0,0,,0,0.0,0,39.6,,AlixJo00
500,Tanner Gentry,28,BUF,WR,3,0,1,0,0,0,0,,0,,7.0,0,,0,0.0,0,39.6,,GentTa00
501,Josh Gordon,31,TEN,WR,2,0,1,0,0,0,0,,0,,12.0,0,,0,0.0,0,39.6,,GordJo02
502,Lance McCutcheon,23,LAR,WR,10,1,5,0,0,0,0,,0,,14.2,0,,0,0.0,0,39.6,,McCuLa01
503,Stanley Morgan Jr.,26,CIN,WR,14,0,1,0,0,0,0,,0,,0.0,0,,0,0.0,0,39.6,,MorgSt02
507,DJ Turner,25,LVR,WR,9,0,1,0,0,0,0,,0,,-3.0,0,,1,100.0,0,39.6,,TurnDJ00
508,James Washington,26,DAL,WR,2,0,1,0,0,0,0,,0,,6.0,0,,1,100.0,0,39.6,,WashJa00
