Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards,-9999
382,Elijah Cooks,25,JAX,WR,9,0,4,3,38,12.7,0,2,50.0,23.0,0.3,4.2,75.0,9.5,0,,CookEl00
389,D.J. Montgomery,27,IND,WR,7,0,8,3,56,18.7,1,3,37.5,34.0,0.4,8.0,37.5,7.0,0,,MontDJ01
390,Jalen Nailor,24,MIN,WR,6,1,6,3,29,9.7,0,1,33.3,16.0,0.5,4.8,50.0,4.8,0,,NailJa00
394,Steven Sims,26,HOU,WR,3,0,3,3,25,8.3,0,1,33.3,23.0,1.0,8.3,100.0,8.3,0,,SimsSt00
397,Kayshon Boutte,21,NWE,WR,5,0,7,2,19,9.5,0,1,28.6,11.0,0.4,3.8,28.6,2.7,0,,BoutKa00
402,Trishton Jackson,25,MIN,WR,7,0,4,2,9,4.5,0,0,0.0,7.0,0.3,1.3,50.0,2.3,0,,JackTr02
403,Tyler Johnson,25,LAR,WR,1,0,3,2,8,4.0,1,1,33.3,8.0,2.0,8.0,66.7,2.7,0,,JohnTy00
412,Willie Snead,31,SFO,WR,4,0,3,2,14,7.0,0,0,66.7,9.0,0.5,3.5,66.7,4.7,0,,SneaWi00
413,Malik Taylor,28,NYJ,WR,3,0,4,2,13,6.5,0,0,25.0,7.0,0.7,4.3,50.0,3.3,0,,TaylMa01
423,Colton Dowell,24,TEN,WR,10,1,2,1,3,3.0,0,0,0.0,3.0,0.1,0.3,50.0,1.5,0,,DoweCo00
427,Simi Fehoko,26,LAC,WR,6,0,2,1,9,9.0,1,1,50.0,9.0,0.2,1.5,50.0,4.5,0,,FehoSi00
434,Antoine Green,24,DET,WR,9,0,2,1,2,2.0,0,0,0.0,2.0,0.1,0.2,50.0,1.0,0,,GreeAn00
439,Collin Johnson,26,CHI,WR,3,0,1,1,11,11.0,0,1,100.0,11.0,0.3,3.7,100.0,11.0,0,,JohnCo01
442,Mason Kinsey,25,TEN,WR,6,0,1,1,6,6.0,0,0,0.0,6.0,0.2,1.0,100.0,6.0,0,,KinsMa00
444,Kwamie Lassiter II,25,CIN,WR,1,0,1,1,2,2.0,0,0,0.0,2.0,1.0,2.0,100.0,2.0,0,,LassKw00
446,Gunner Olszewski,27,PIT,WR,2,0,1,1,0,0.0,0,0,0.0,,0.5,0.0,100.0,0.0,2,,OlszGu00
458,Mike Strachan,26,CAR,WR,4,1,3,1,45,45.0,0,1,33.3,45.0,0.3,11.3,33.3,15.0,0,,StraMi03
460,Cody Thompson,27,SEA,WR,7,0,1,1,10,10.0,0,0,0.0,10.0,0.1,1.4,100.0,10.0,0,,ThomCo04
461,Laquon Treadwell,28,BAL,WR,5,1,3,1,16,16.0,0,1,33.3,16.0,0.2,3.2,33.3,5.3,0,,TreaLa00
463,Tylan Wallace,24,BAL,WR,11,0,2,1,11,11.0,0,1,50.0,11.0,0.1,1.0,50.0,5.5,0,,WallTy00
476,Damiere Byrd,30,ATL,WR,1,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,ByrdDa00
479,Irvin Charles,26,NYJ,WR,12,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,CharIr00
488,Phillip Dorsett,30,DEN,WR,2,1,3,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,DorsPh00
490,D'Wayne Eskridge,26,SEA,WR,4,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,EskrDW00
492,Erik Ezukanma,23,MIA,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,EzukEr00
512,Shedrick Jackson,24,CIN,WR,5,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,JackSh01
538,James Proche,27,CLE,WR,10,1,5,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,1,,ProcJa00
542,Amari Rodgers,24,IND,WR,3,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,RodgAm00
554,Trent Taylor,29,CHI,WR,17,0,2,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,2,,TaylTr02
573,Juwann Winfree,27,IND,WR,8,1,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,,WinfJu00
