Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
81,Tyler Lockett,32,SEA,WR,17,14,74,49,600,36,466,9.5,134,2.7,10.7,1,49.0,4,5.4,4,77.5,,LockTy00
82,Jalen Tolbert,25,DAL,WR,17,15,79,49,610,29,444,9.1,166,3.4,11.5,0,,3,3.8,2,104.9,,TolbJa00
84,Adam Thielen,34,CAR,WR,10,10,62,48,615,28,463,9.6,152,3.2,11.0,1,48.0,2,3.2,4,107.9,,ThieAd00
86,Stefon Diggs,31,HOU,WR,8,8,64,47,496,31,311,6.6,185,3.9,8.7,3,15.7,3,4.7,1,104.7,,DiggSt00
91,Tre Tucker,23,LVR,WR,17,14,81,47,539,24,331,7.0,208,4.4,12.7,3,15.7,2,2.5,1,85.4,,TuckTr00
92,Michael Wilson,24,ARI,WR,16,13,71,47,548,27,418,8.9,130,2.8,11.4,1,47.0,3,4.2,3,90.6,,WilsMi02
93,Romeo Doubs,24,GNB,WR,13,12,72,46,601,33,466,10.1,135,2.9,12.3,4,11.5,7,9.7,2,97.0,,DoubRo00
95,Rashod Bateman,25,BAL,WR,17,14,72,45,756,35,572,12.7,184,4.1,13.6,0,,4,5.6,2,125.9,,BateRa00
97,Olamide Zaccheaus,27,WAS,WR,17,6,64,45,506,26,222,4.9,284,6.3,6.3,7,6.4,5,7.8,0,109.2,,ZaccOl01
99,Amari Cooper,30,2TM,WR,14,10,85,44,547,25,436,9.9,111,2.5,12.3,1,44.0,12,14.1,2,77.9,,CoopAm00
99,Amari Cooper,30,CLE,WR,6,6,53,24,250,11,193,8.0,57,2.4,12.1,1,24.0,10,18.9,1,64.2,,CoopAm00
99,Amari Cooper,30,BUF,WR,8,4,32,20,297,14,243,12.2,54,2.7,12.6,0,,2,6.3,1,100.7,,CoopAm00
100,Kayshon Boutte,22,NWE,WR,15,13,68,43,589,25,439,10.2,150,3.5,14.5,1,43.0,4,5.9,2,93.3,,BoutKa00
102,Tutu Atwell,25,LAR,WR,17,5,62,42,562,29,436,10.4,126,3.0,11.2,0,,3,4.8,2,82.9,,AtweTu00
110,Devaughn Vele,27,DEN,WR,13,7,55,41,475,26,348,8.5,127,3.1,8.4,0,,3,5.5,0,118.4,,VeleDe00
115,Tyler Boyd,30,TEN,WR,16,8,57,39,390,20,201,5.2,189,4.8,7.4,2,19.5,3,5.3,3,65.7,,BoydTy00
118,Marvin Mims,22,DEN,WR,17,2,52,39,503,14,26,0.7,477,12.2,7.4,0,,3,5.8,2,127.3,PBAP-1,MimsMa00
119,Josh Palmer,25,LAC,WR,15,7,65,39,584,28,483,12.4,101,2.6,15.2,0,,4,6.2,1,88.2,,PalmJo00
120,Darius Slayton,27,NYG,WR,16,13,71,39,573,30,449,11.5,124,3.2,13.1,4,9.8,4,5.6,2,79.1,,SlayDa01
121,Dontayvion Wicks,23,GNB,WR,17,5,76,39,415,25,276,7.1,139,3.6,10.7,3,13.0,9,11.8,2,78.6,,WickDo00
124,Greg Dortch,26,ARI,WR,17,4,50,37,342,16,48,1.3,294,7.9,4.1,5,7.4,3,6.0,0,112.2,,DortGr01
126,Allen Lazard,29,NYJ,WR,12,10,60,37,530,29,375,10.1,155,4.2,11.0,0,,6,10.0,2,109.7,,LazaAl00
127,Jalen McMillan,23,TAM,WR,13,12,58,37,461,23,328,8.9,133,3.6,12.2,1,37.0,4,6.9,6,88.4,,McMiJa01
128,Alec Pierce,24,IND,WR,16,13,69,37,824,32,706,19.1,118,3.2,21.5,0,,3,4.3,4,106.2,,PierAl00
129,Calvin Austin III,25,PIT,WR,17,8,58,36,548,18,396,11.0,152,4.2,12.4,1,36.0,3,5.2,0,116.2,,AustCa00
131,Andrei Iosivas,25,CIN,WR,17,8,61,36,479,26,412,11.4,67,1.9,11.2,0,,5,8.2,1,109.9,,IosiAn00
136,Noah Brown,28,WAS,WR,11,9,56,35,453,21,370,10.6,83,2.4,11.4,0,,4,7.1,1,86.4,,BrowNo00
140,Tim Patrick,31,DET,WR,16,9,44,33,394,20,253,7.7,141,4.3,10.0,2,16.5,1,2.3,2,105.7,AP CPoY-6,PatrTi00
143,Diontae Johnson,28,3TM,WR,12,8,67,33,375,21,284,8.6,91,2.8,10.9,1,33.0,3,4.5,5,50.3,,JohnDi01
143,Diontae Johnson,28,CAR,WR,7,7,58,30,357,20,271,9.0,86,2.9,9.8,1,30.0,2,3.4,5,52.2,,JohnDi01
143,Diontae Johnson,28,BAL,WR,4,1,5,1,6,0,5,5.0,1,1.0,24.2,0,,1,20.0,0,39.6,,JohnDi01
143,Diontae Johnson,28,HOU,WR,1,0,4,2,12,1,8,4.0,4,2.0,9.5,0,,0,0.0,0,56.2,,JohnDi01
144,Jalen Coker,23,CAR,WR,11,4,46,32,478,23,307,9.6,171,5.3,11.3,2,16.0,0,0.0,1,108.8,,CokeJa01
147,David Moore,29,CAR,WR,17,5,57,32,351,18,291,9.1,60,1.9,10.8,1,32.0,4,7.0,0,92.1,,MoorDa03
149,Chris Olave,24,NOR,WR,8,8,44,32,400,22,279,8.7,121,3.8,10.3,1,32.0,2,4.5,2,89.2,,OlavCh00
150,Sterling Shepard,31,TAM,WR,14,5,51,32,334,16,235,7.3,99,3.1,9.3,1,32.0,4,7.8,0,88.2,,ShepSt00
151,Parker Washington,22,JAX,WR,17,7,51,32,390,19,282,8.8,108,3.4,11.2,2,16.0,1,2.0,1,97.7,,WashPa01
152,Nick Westbrook-Ikhine,27,TEN,WR,17,9,60,32,497,25,373,11.7,124,3.9,11.5,2,16.0,4,6.7,3,99.8,,WestNi00
153,Mack Hollins,31,BUF,WR,17,13,50,31,378,25,288,9.3,90,2.9,11.1,0,,3,6.0,0,118.6,,HollMa00
154,Lil'Jordan Humphrey,26,DEN,WR,17,7,45,31,293,12,101,3.3,192,6.2,6.5,3,10.3,3,6.7,2,75.5,,HumpLi01
155,Ricky Pearsall,24,SFO,WR,11,4,46,31,400,19,286,9.2,114,3.7,11.4,1,31.0,0,0.0,3,89.0,,PearRi00
156,Demarcus Robinson,30,LAR,WR,17,17,64,31,505,27,434,14.0,71,2.3,14.2,1,31.0,1,1.6,4,85.7,,RobiDe01
157,Curtis Samuel,28,BUF,WR,14,2,46,31,253,9,93,3.0,160,5.2,4.6,1,31.0,1,2.2,1,79.3,,SamuCu00
158,KaVontae Turpin,28,DAL,WR,17,2,52,31,420,18,160,5.2,260,8.4,8.5,2,15.5,2,3.8,2,82.2,PBAP-1,TurpKa00
160,Dyami Brown,25,WAS,WR,16,3,40,30,308,13,90,3.0,218,7.3,7.1,4,7.5,2,5.0,0,105.0,,BrowDy00
163,Keon Coleman,21,BUF,WR,13,12,57,29,556,22,341,11.8,215,7.4,15.2,4,7.3,4,7.0,2,93.9,,ColeKe02
165,Cedric Tillman,24,CLE,WR,11,6,49,29,339,15,235,8.1,104,3.6,11.1,4,7.3,3,6.1,2,83.6,,TillCe01
166,Christian Watson,25,GNB,WR,15,15,53,29,620,21,471,16.2,149,5.1,17.8,0,,2,3.8,2,93.3,,WatsCh00
167,Kendrick Bourne,29,NWE,WR,12,9,38,28,305,13,211,7.5,94,3.4,9.3,0,,4,10.5,0,105.7,,BourKe00
168,Troy Franklin,21,DEN,WR,16,6,53,28,263,11,100,3.6,163,5.8,13.0,1,28.0,3,5.7,1,71.5,,FranTr00
169,Jalen Nailor,25,MIN,WR,17,7,42,28,414,22,308,11.0,106,3.8,11.5,0,,4,9.5,0,138.3,,NailJa00
172,Christian Kirk,28,JAX,WR,8,7,47,27,379,18,266,9.9,113,4.2,13.7,1,27.0,1,2.1,2,72.9,,KirkCh01
174,Brandin Cooks,31,DAL,WR,10,9,54,26,259,19,204,7.8,55,2.1,11.7,0,,1,1.9,2,65.3,,CookBr00
175,Tyler Johnson,26,LAR,WR,15,2,41,26,291,10,108,4.2,183,7.0,5.6,0,,1,2.4,2,72.3,,JohnTy00
176,Malik Washington,23,MIA,WR,14,3,36,26,223,13,100,3.8,123,4.7,5.4,1,26.0,2,5.6,0,88.1,,WashMa00
177,Brandon Aiyuk,26,SFO,WR,7,7,47,25,374,19,267,10.7,107,4.3,11.9,2,12.5,4,8.5,2,61.8,,AiyuBr00
179,Van Jefferson,28,PIT,WR,17,12,40,24,276,12,198,8.3,78,3.3,11.6,0,,0,0.0,0,97.5,,JeffVa00
181,John Metchie,24,HOU,WR,13,3,37,24,254,11,185,7.7,69,2.9,9.0,0,,0,0.0,1,82.5,,MetcJo00
182,Rashee Rice,24,KAN,WR,4,4,29,24,288,15,102,4.3,186,7.8,5.2,4,6.0,1,3.4,1,116.7,,RiceRa01
187,Adonai Mitchell,22,IND,WR,17,7,55,23,312,16,211,9.2,101,4.4,14.1,0,,4,7.3,0,60.6,,MitcAd00
192,Justin Watson,28,KAN,WR,17,7,32,22,289,13,221,10.0,68,3.1,15.1,0,,2,6.3,0,117.8,,WatsJu01
193,Jordan Whittington,24,LAR,WR,15,3,28,22,293,14,90,4.1,203,9.2,3.8,1,22.0,0,0.0,0,110.3,,WhitJo04
196,Mike Williams,30,2TM,WR,18,5,34,21,298,14,263,12.5,35,1.7,15.2,0,,2,5.9,2,75.4,,WillMi07
196,Mike Williams,30,NYJ,WR,9,3,21,12,166,9,142,11.8,24,2.0,14.5,0,,2,9.5,2,43.1,,WillMi07
196,Mike Williams,30,PIT,WR,9,2,13,9,132,5,121,13.4,11,1.2,16.5,0,,0,0.0,0,127.7,,WillMi07
198,Gabriel Davis,25,JAX,WR,10,9,42,20,239,13,200,10.0,39,2.0,13.2,0,,0,0.0,2,61.5,,DaviGa01
202,Rashid Shaheed,26,NOR,WR,6,5,41,20,349,12,243,12.2,106,5.3,17.6,0,,0,0.0,4,63.0,,ShahRa00
203,Cedrick Wilson Jr.,29,NOR,WR,15,4,27,20,211,8,122,6.1,89,4.5,7.3,1,20.0,3,11.1,1,93.3,,WilsCe01
204,Robert Woods,32,HOU,WR,15,4,30,20,203,12,130,6.5,73,3.7,9.6,0,,1,3.3,0,85.8,,WoodRo02
206,Jahan Dotson,24,PHI,WR,17,6,33,19,216,12,144,7.6,72,3.8,9.9,0,,0,0.0,0,77.3,,DotsJa00
215,Marquez Valdes-Scantling,30,2TM,WR,14,8,44,19,411,14,268,14.1,143,7.5,17.4,1,19.0,2,4.5,1,97.8,,ValdMa00
215,Marquez Valdes-Scantling,30,BUF,WR,6,0,9,2,26,1,20,10.0,6,3.0,15.7,0,,0,0.0,0,39.6,,ValdMa00
215,Marquez Valdes-Scantling,30,NOR,WR,8,8,35,17,385,13,248,14.6,137,8.1,17.8,1,17.0,2,5.7,1,114.6,,ValdMa00
217,Luke McCaffrey,23,WAS,WR,17,4,24,18,168,8,71,3.9,97,5.4,7.1,1,18.0,1,4.2,2,59.0,,McCaLu00
219,JuJu Smith-Schuster,28,KAN,WR,14,8,26,18,231,11,76,4.2,155,8.6,5.6,4,4.5,2,7.7,1,106.4,,SmitJu00
222,Kalif Raymond,30,DET,WR,12,2,22,17,215,10,78,4.6,137,8.1,8.0,0,,0,0.0,0,137.5,AP-2,RaymKa00
224,Jonathan Mingo,23,2TM,WR,17,6,42,17,167,6,100,5.9,67,3.9,10.5,1,17.0,2,4.8,1,42.5,,MingJo00
224,Jonathan Mingo,23,CAR,WR,9,5,26,12,121,4,57,4.8,64,5.3,8.7,1,12.0,2,7.7,1,43.9,,MingJo00
224,Jonathan Mingo,23,DAL,WR,8,1,16,5,46,2,43,8.6,3,0.6,13.3,0,,0,0.0,0,40.6,,MingJo00
230,DJ Turner,27,LVR,WR,12,6,29,16,158,9,75,4.7,83,5.2,8.8,2,8.0,1,3.4,2,53.5,,TurnDJ00
235,Nelson Agholor,31,BAL,WR,14,7,29,14,231,10,146,10.4,85,6.1,13.4,1,14.0,4,13.8,0,98.5,,AghoNe00
239,Mason Tipton,24,NOR,WR,11,1,26,14,99,2,72,5.1,27,1.9,12.4,1,14.0,1,3.8,0,62.8,,TiptMa00
242,Jake Bobo,26,SEA,WR,17,3,17,13,107,8,80,6.2,27,2.1,8.1,0,,1,5.9,0,111.6,,BoboJa00
243,Derius Davis,24,LAC,WR,15,2,17,13,112,5,-7,-0.5,119,9.2,3.8,1,13.0,0,0.0,0,132.5,,DaviDe02
246,Josh Reynolds,29,2TM,WR,9,2,24,13,194,8,159,12.2,35,2.7,11.0,0,,0,0.0,0,94.8,,ReynJo00
246,Josh Reynolds,29,DEN,WR,5,1,19,12,183,8,148,12.3,35,2.9,11.4,0,,0,0.0,0,112.4,,ReynJo00
246,Josh Reynolds,29,JAX,WR,4,1,5,1,11,0,11,11.0,0,0.0,9.6,0,,0,0.0,0,39.6,,ReynJo00
248,Jalen Brooks,24,DAL,WR,14,1,30,12,177,8,140,11.7,37,3.1,13.5,1,12.0,1,3.3,2,43.3,,BrooJa03
251,Mecole Hardman,26,KAN,WR,12,0,14,12,90,6,-9,-0.8,99,8.3,-1.0,0,,0,0.0,0,93.5,,HardMe00
253,Xavier Hutchinson,24,HOU,WR,16,3,26,12,117,6,80,6.7,37,3.1,9.7,0,,2,7.7,1,43.3,,HutcXa00
256,Ryan Miller,24,TAM,WR,11,3,20,12,128,7,73,6.1,55,4.6,8.8,0,,2,10.0,1,91.2,,MillRy01
259,Trey Palmer,23,TAM,WR,15,3,22,12,172,7,130,10.8,42,3.5,14.5,0,,1,4.5,0,95.3,,PalmTr00
261,Dante Pettis,29,NOR,WR,8,0,28,12,120,8,84,7.0,36,3.0,10.1,2,6.0,1,3.6,0,67.6,,PettDa00
262,Ja'Lynn Polk,22,NWE,WR,15,7,33,12,87,4,74,6.2,13,1.1,11.5,0,,4,12.1,1,52.5,,PolkJa00
263,Kevin Austin,24,NOR,WR,8,2,22,11,151,10,114,10.4,37,3.4,11.6,0,,2,9.1,1,53.4,,AustKe00
267,Devin Duvernay,27,JAX,WR,13,1,16,11,79,7,16,1.5,63,5.7,11.4,0,,1,6.3,1,53.9,,DuveDe00
272,Tylan Wallace,25,BAL,WR,17,0,12,11,193,5,65,5.9,128,11.6,6.1,1,11.0,1,8.3,0,146.5,,WallTy00
275,Ryan Flournoy,25,DAL,WR,11,1,14,10,102,5,68,6.8,34,3.4,8.2,0,,1,7.1,0,92.0,,FlouRy00
278,Malik Heath,24,GNB,WR,13,1,13,10,97,5,74,7.4,23,2.3,6.5,0,,0,0.0,0,136.9,,HeatMa00
280,Odell Beckham Jr.,32,MIA,WR,9,0,18,9,55,3,41,4.6,14,1.6,7.6,0,,1,5.6,1,33.3,,BeckOd00
281,Marquise Brown,27,KAN,WR,2,1,15,9,91,5,45,5.0,46,5.1,8.2,0,,0,0.0,0,77.4,,BrowMa04
283,DeAndre Carter,31,CHI,WR,13,0,14,9,72,3,40,4.4,32,3.6,11.1,2,4.5,0,0.0,1,47.3,,CartDe02
284,Jamison Crowder,31,WAS,WR,6,1,13,9,72,4,61,6.8,11,1.2,8.3,0,,0,0.0,1,90.4,,CrowJa00
286,Rakim Jarrett,23,TAM,WR,10,2,11,9,124,5,106,11.8,18,2.0,11.5,0,,0,0.0,0,113.6,,JarrRa00
289,Bub Means,23,NOR,WR,7,1,15,9,118,7,98,10.9,20,2.2,11.3,0,,1,6.7,0,107.1,,MeanBu00
300,Jalin Hyatt,23,NYG,WR,16,3,19,8,62,3,56,7.0,6,0.8,19.1,0,,2,10.5,2,11.2,,HyatJa00
301,Zay Jones,29,ARI,WR,11,2,11,8,84,5,65,8.1,19,2.4,8.6,0,,0,0.0,1,56.6,,JoneZa00
302,Bo Melton,25,GNB,WR,17,0,17,8,91,5,84,10.5,7,0.9,17.8,0,,0,0.0,1,39.1,,MeltBo00
303,Trent Sherfield,28,MIN,WR,17,1,9,8,83,4,43,5.4,40,5.0,6.0,0,,0,0.0,1,102.5,,SherTr00
306,Britain Covey,27,PHI,WR,5,1,8,7,34,2,6,0.9,28,4.0,1.1,0,,1,12.5,0,84.4,,CoveBr00
307,River Cracraft,30,MIA,WR,8,0,9,7,66,4,55,7.9,11,1.6,7.9,0,,1,11.1,0,97.2,,CracRi00
309,KhaDarel Hodge,29,ATL,WR,17,2,12,7,131,6,42,6.0,89,12.7,10.8,0,,1,8.3,0,124.0,PB,HodgKh00
312,K.J. Osborn,27,NWE,WR,7,4,18,7,57,2,41,5.9,16,2.3,5.9,0,,1,5.6,0,66.2,,OsboKJ00
313,Brandon Powell,29,MIN,WR,17,1,10,7,71,5,59,8.4,12,1.7,10.1,0,,0,0.0,0,90.0,,PoweBr00
314,Jalen Reagor,25,LAC,WR,8,2,12,7,100,3,74,10.6,26,3.7,10.3,0,,0,0.0,0,85.4,,ReagJa00
315,Ainias Smith,23,PHI,WR,7,1,9,7,41,1,18,2.6,23,3.3,1.3,0,,0,0.0,0,122.7,,SmitAi00
318,Michael Woods II,24,CLE,WR,5,2,17,7,65,4,30,4.3,35,5.0,11.0,1,7.0,2,11.8,1,27.8,,WoodMi00
321,Parris Campbell,27,PHI,WR,5,0,8,6,30,1,21,3.5,9,1.5,4.3,0,,0,0.0,0,119.8,,CampPa00
323,Chris Conley,32,SFO,WR,15,2,12,6,76,3,57,9.5,19,3.2,17.4,0,,0,0.0,1,35.4,,ConlCh00
324,Simi Fehoko,27,LAC,WR,8,2,16,6,106,6,90,15.0,16,2.7,14.8,0,,2,12.5,0,60.9,,FehoSi00
326,Xavier Gipson,23,NYJ,WR,17,0,10,6,39,3,17,2.8,22,3.7,11.2,0,,1,10.0,0,101.7,,GipsXa00
329,Bryce Oliver,24,TEN,WR,10,1,9,6,95,4,69,11.5,26,4.3,10.6,0,,0,0.0,0,101.6,,OlivBr02
342,Scott Miller,27,PIT,WR,13,1,9,5,69,2,36,7.2,33,6.6,11.8,1,5.0,1,11.1,0,80.3,,MillSc01
345,Laviska Shenault Jr.,26,SEA,WR,11,1,5,5,36,2,-10,-2.0,46,9.2,-2.0,0,,0,0.0,0,96.7,,ShenLa00
347,Ben Skowronek,27,PIT,WR,10,1,5,5,69,4,40,8.0,29,5.8,8.0,0,,0,0.0,0,118.7,,SkowBe00
349,Johnny Wilson,23,PHI,WR,16,4,15,5,38,3,23,4.6,15,3.0,9.8,0,,1,6.7,0,64.6,,WilsJo03
351,Treylon Burks,24,TEN,WR,5,2,8,4,34,3,29,7.3,5,1.3,16.9,1,4.0,2,25.0,1,21.9,,BurkTr00
352,Jermaine Burton,23,CIN,WR,14,1,14,4,107,4,85,21.3,22,5.5,21.1,0,,1,7.1,0,58.9,,BurtJe01
353,DJ Chark,28,LAC,WR,7,0,10,4,31,1,24,6.0,7,1.8,11.5,0,,0,0.0,0,81.7,,CharDJ00
354,Jacob Cowing,23,SFO,WR,15,0,6,4,80,3,54,13.5,26,6.5,12.7,0,,0,0.0,1,70.1,,CowiJa00
359,Deven Thompkins,25,CAR,WR,7,0,4,4,20,2,-8,-2.0,28,7.0,-2.0,0,,0,0.0,0,87.5,,ThomDe07
360,Tyquan Thornton,24,NWE,WR,6,1,8,4,47,2,23,5.8,24,6.0,15.8,1,4.0,0,0.0,1,28.6,,ThorTy00
361,Alex Bachman,28,LVR,WR,6,1,3,3,31,2,21,7.0,10,3.3,7.0,0,,0,0.0,0,109.7,,BachAl00
