Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
363,David Bell,24,CLE,WR,1,0,3,3,27,1,19,6.3,8,2.7,6.3,0,,0,0.0,0,104.2,,BellDa02
365,Dan Chisena,27,CAR,WR,6,0,4,3,37,2,28,9.3,9,3.0,7.5,0,,0,0.0,0,103.1,,ChisDa00
367,Malachi Corley,22,NYJ,WR,9,1,6,3,16,1,11,3.7,5,1.7,8.3,0,,0,0.0,0,56.2,,CorlMa00
372,D'Wayne Eskridge,27,MIA,WR,6,0,3,3,44,2,15,5.0,29,9.7,5.0,0,,0,0.0,0,118.7,,EskrDW00
376,Trenton Irwin,29,CIN,WR,7,2,10,3,15,1,11,3.7,4,1.3,6.2,0,,1,10.0,0,39.6,,IrwiTr00
377,Tim Jones,26,JAX,WR,17,0,5,3,41,3,24,8.0,17,5.7,8.0,0,,0,0.0,0,86.2,,JoneTi00
379,Terrace Marshall Jr.,24,LVR,WR,7,1,6,3,41,1,37,12.3,4,1.3,8.7,0,,0,0.0,0,72.2,,MarsTe00
381,James Proche,28,CLE,WR,9,0,3,3,21,1,17,5.7,4,1.3,5.7,1,3.0,0,0.0,0,95.8,,ProcJa00
384,Allen Robinson,31,DET,WR,12,0,7,3,30,3,26,8.7,4,1.3,7.3,0,,1,14.3,0,55.7,,RobiAl02
387,Jamari Thrash,24,CLE,WR,9,0,7,3,22,2,8,2.7,14,4.7,7.3,0,,2,28.6,0,50.9,,ThraJa01
393,Ronnie Bell,24,SFO,WR,9,0,6,2,22,2,20,10.0,2,1.0,10.8,0,,2,33.3,1,5.6,,BellRo01
395,Grant Dubose,23,MIA,WR,3,0,4,2,11,1,8,4.0,3,1.5,11.8,0,,0,0.0,1,16.7,,DuboGr00
396,Ashton Dulin,27,IND,WR,15,2,8,2,67,2,24,12.0,43,21.5,19.3,1,2.0,1,12.5,1,62.0,,DuliAs00
397,Isaiah Hodgins,26,NYG,WR,3,0,2,2,12,0,11,5.5,1,0.5,5.5,0,,0,0.0,0,91.7,,HodgIs00
399,Mason Kinsey,26,TEN,WR,6,0,2,2,17,1,17,8.5,0,0.0,8.5,0,,0,0.0,0,102.1,,KinsMa00
401,Nikko Remigio,25,KAN,WR,5,1,6,2,48,2,34,17.0,14,7.0,10.7,0,,1,16.7,0,63.2,,RemiNi00
402,Xavier Smith,27,LAR,WR,15,0,2,2,6,1,1,0.5,5,2.5,0.5,0,,0,0.0,0,79.2,,SmitXa00
406,Austin Trammell,26,JAX,WR,1,0,3,2,40,2,31,15.5,9,4.5,14.7,0,,0,0.0,0,109.7,,TramAu00
407,Cody White,26,SEA,WR,4,0,3,2,44,2,31,15.5,13,6.5,13.3,0,,0,0.0,0,109.7,,WhitCo05
408,Kristian Wilkerson,27,LVR,WR,3,0,3,2,18,2,7,3.5,11,5.5,5.3,0,,0,0.0,0,122.2,,WilkKr00
409,Isaiah Williams,23,DET,WR,2,0,3,2,6,0,-1,-0.5,7,3.5,5.0,2,1.0,0,0.0,0,70.1,,WillIs03
410,Javon Baker,22,NWE,WR,11,1,4,1,12,1,12,12.0,0,0.0,12.5,0,,0,0.0,0,39.6,,BakeJa00
411,Chris Blair,27,ATL,WR,4,0,2,1,17,1,17,17.0,0,0.0,18.5,0,,0,0.0,1,39.6,,BlaiCh00
414,Robbie Chosen,31,MIA,WR,2,0,4,1,5,0,4,4.0,1,1.0,11.8,0,,0,0.0,1,0.0,,AndeRo04
417,Jaelon Darden,25,CLE,WR,7,1,1,1,6,1,-3,-3.0,9,9.0,-3.0,0,,0,0.0,0,91.7,,DardJa00
426,Anthony Gould,23,IND,WR,8,0,1,1,23,1,18,18.0,5,5.0,18.0,0,,0,0.0,0,118.7,,GoulAn00
429,Jha'Quan Jackson,24,TEN,WR,12,0,3,1,8,1,6,6.0,2,2.0,26.0,0,,0,0.0,0,42.4,,JackJh00
432,Brandon Johnson,26,PIT,WR,3,0,1,1,9,0,5,5.0,4,4.0,5.0,0,,0,0.0,0,104.2,,JohnBr23
433,Collin Johnson,27,CHI,WR,9,0,2,1,6,1,3,3.0,3,3.0,8.0,0,,0,0.0,0,56.2,,JohnCo01
434,Charlie Jones,26,CIN,WR,8,0,1,1,5,0,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,,JoneCh11
436,Velus Jones Jr.,27,CHI,WR,1,0,1,1,8,0,-5,-5.0,13,13.0,-5.0,0,,0,0.0,0,100.0,,JoneVe00
437,Ramel Keyton,24,LVR,WR,8,0,3,1,7,1,7,7.0,0,0.0,10.0,0,,0,0.0,0,42.4,,KeytRa00
444,Tay Martin,27,TEN,WR,1,0,2,1,49,1,44,44.0,5,5.0,31.5,0,,0,0.0,0,135.4,,MartTa00
446,Anthony Miller,30,BAL,WR,2,0,1,1,16,1,15,15.0,1,1.0,15.0,0,,0,0.0,0,118.7,,MillAn02
450,Kendric Pryor,26,CIN,WR,1,0,1,1,9,0,9,9.0,0,0.0,9.0,0,,0,0.0,0,104.2,,PryoKe00
453,John Ross,29,PHI,WR,1,0,2,1,6,1,4,4.0,2,2.0,23.5,0,,0,0.0,0,56.2,,RossJo00
456,Tyler Scott,23,CHI,WR,11,0,1,1,5,0,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5,,ScotTy00
457,Tyrell Shavers,25,BUF,WR,3,0,1,1,69,1,-2,-2.0,71,71.0,-2.0,1,1.0,0,0.0,0,158.3,,ShavTy00
462,Trent Taylor,30,SFO,WR,2,0,1,1,11,0,9,9.0,2,2.0,9.0,0,,0,0.0,0,112.5,,TaylTr02
464,Brycen Tremayne,25,WAS,WR,2,0,1,1,-2,0,-2,-2.0,0,0.0,-2.0,0,,0,0.0,0,79.2,,TremBr00
466,Devontez Walker,23,BAL,WR,9,0,3,1,21,1,21,21.0,0,0.0,28.0,0,,0,0.0,0,98.6,,WalkDe01
467,Casey Washington,23,ATL,WR,8,0,2,1,14,1,3,3.0,11,11.0,18.0,0,,0,0.0,0,72.9,,WashCa01
475,Braxton Berrios,29,MIA,WR,6,0,4,0,0,0,0,,0,,6.5,0,,0,0.0,0,39.6,,BerrBr00
477,Irvin Charles,27,NYJ,WR,13,0,1,0,0,0,0,,0,,3.0,0,,0,0.0,0,39.6,,CharIr00
480,Erik Ezukanma,24,MIA,WR,2,0,2,0,0,0,0,,0,,29.5,0,,0,0.0,0,39.6,,EzukEr00
485,Kameron Johnson,22,TAM,WR,5,0,1,0,0,0,0,,0,,3.0,0,,1,100.0,0,39.6,,JohnKa01
486,Tom Kennedy,28,DET,WR,4,0,1,0,0,0,0,,0,,11.0,0,,0,0.0,0,39.6,,KennTo01
489,Skyy Moore,24,KAN,WR,6,0,3,0,0,0,0,,0,,6.0,0,,2,66.7,0,39.6,,MoorSk01
493,Justyn Ross,25,KAN,WR,2,0,1,0,0,0,0,,0,,10.0,0,,0,0.0,0,39.6,,RossJu00
496,Kadarius Toney,25,CLE,WR,3,0,1,0,0,0,0,,0,,-5.0,0,,0,0.0,0,39.6,,ToneKa00
497,Xavier Weaver,24,ARI,WR,2,0,2,0,0,0,0,,0,,19.5,0,,0,0.0,0,39.6,,WeavXa00
500,Dareke Young,25,SEA,WR,14,0,1,0,0,0,0,,0,,9.0,0,,0,0.0,0,39.6,,YounDa02
