Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
269,Denzel Mims,25,NYJ,WR,10,4,2.5,1.1,18.6,0.7,11.1,10.1,7.5,6.8,12.6,0.3,3.7,0.3,12.0,0.1,53.1,,MimsDe00
272,David Sills,26,NYG,WR,9,5,1.89,1.22,11.8,0.78,7.33,6.0,4.44,3.6,7.8,0.0,,0.11,5.9,0.11,57.5,,SillDa01
277,Michael Bandy,25,LAC,WR,10,2,2.1,1.0,8.9,0.5,6.4,6.4,2.5,2.5,8.2,0.0,,0.1,4.8,0.0,59.4,,BandMi00
279,Keelan Cole,29,LVR,WR,14,3,1.5,0.71,10.1,0.57,8.64,12.1,1.43,2.0,16.0,0.0,,0.14,9.5,0.0,85.6,,ColeKe00
286,Byron Pringle,29,CHI,WR,11,4,1.45,0.91,12.3,0.73,11.0,12.1,1.27,1.4,14.7,0.0,,0.0,0.0,0.09,102.9,,PrinBy00
287,Khalil Shakir,22,BUF,WR,14,2,1.43,0.71,11.5,0.5,5.57,7.8,5.93,8.3,9.8,0.07,10.0,0.14,10.0,0.0,94.0,,ShakKh00
291,River Cracraft,28,MIA,WR,11,0,1.27,0.82,9.27,0.73,6.91,8.4,2.36,2.9,8.7,0.0,,0.0,0.0,0.09,95.8,,CracRi00
297,DeSean Jackson,36,BAL,WR,7,1,2.43,1.29,21.9,0.71,18.6,14.4,3.29,2.6,15.1,0.14,9.0,0.0,0.0,0.14,59.2,,JackDe00
298,Marcus Johnson,28,NYG,WR,14,7,1.57,0.64,7.07,0.43,4.5,7.0,2.57,4.0,10.6,0.0,,0.07,4.5,0.0,54.9,,JohnMa07
300,Jalen Nailor,23,MIN,WR,15,0,0.87,0.6,11.9,0.47,7.47,12.4,4.47,7.4,11.6,0.07,9.0,0.0,0.0,0.07,105.4,,NailJa00
301,Breshad Perriman,29,TAM,WR,11,3,1.73,0.82,10.0,0.45,5.27,6.4,4.73,5.8,14.2,0.09,9.0,0.18,10.5,0.0,83.2,,PerrBr02
307,Tom Kennedy,26,DET,WR,7,1,2.14,1.14,20.1,1.0,9.0,7.9,11.1,9.8,8.6,0.0,,0.14,6.7,0.14,57.9,,KennTo01
310,Kyle Philips,23,TEN,WR,4,0,3.25,2.0,19.5,0.75,14.3,7.1,5.25,2.6,7.7,0.0,,0.25,7.7,0.0,78.4,,PhilKy01
311,James Proche,26,BAL,WR,15,0,1.13,0.53,4.13,0.2,3.07,5.8,1.07,2.0,9.1,0.07,8.0,0.07,5.9,0.0,56.5,,ProcJa00
312,Jalen Reagor,23,MIN,WR,17,0,0.76,0.47,6.12,0.29,4.47,9.5,1.65,3.5,13.5,0.0,,0.0,0.0,0.12,72.8,,ReagJa00
314,Cam Sims,26,WAS,WR,17,3,1.06,0.47,5.24,0.29,4.18,8.9,1.06,2.3,12.9,0.0,,0.0,0.0,0.12,20.1,,SimsCa00
315,Jeff Smith,25,NYJ,WR,11,0,1.0,0.73,12.2,0.45,8.82,12.1,3.36,4.6,13.1,0.0,,0.0,0.0,0.09,75.6,,SmitJe03
316,Andre Baccellia,25,ARI,WR,8,0,1.25,0.88,5.63,0.5,4.25,4.9,1.38,1.6,9.1,0.0,,0.0,0.0,0.0,79.2,,BaccAn00
318,D'Wayne Eskridge,25,SEA,WR,10,0,1.3,0.7,5.8,0.4,1.2,1.7,4.6,6.6,4.2,0.1,7.0,0.0,0.0,0.0,65.5,,EskrDW00
319,KJ Hamler,23,DEN,WR,7,0,2.0,1.0,23.6,0.43,20.3,20.3,3.29,3.3,26.2,0.0,,0.0,0.0,0.14,63.1,,HamlKJ00
320,N'Keal Harry,25,CHI,WR,7,0,1.29,1.0,16.6,0.57,14.3,14.3,2.29,2.3,17.0,0.0,,0.0,0.0,0.0,155.8,,HarrNK00
321,T.Y. Hilton,33,DAL,WR,3,0,3.33,2.33,40.3,1.67,29.3,12.6,11.0,4.7,17.5,0.33,7.0,0.67,20.0,0.0,110.8,,HiltT.00
323,Velus Jones Jr.,25,CHI,WR,12,2,1.17,0.58,8.92,0.33,5.83,10.0,3.08,5.3,16.7,0.0,,0.08,7.1,0.0,99.4,,JoneVe00
329,Jamison Crowder,29,BUF,WR,4,0,3.25,1.5,15.0,1.0,7.5,5.0,7.5,5.0,9.3,0.0,,0.0,0.0,0.25,27.7,,CrowJa00
332,Kenny Golladay,29,NYG,WR,12,4,1.42,0.5,6.75,0.33,5.83,11.7,0.92,1.8,9.6,0.0,,0.33,23.5,0.0,71.0,,GollKe00
333,Brandon Johnson,24,DEN,WR,7,1,2.0,0.86,6.0,0.29,4.14,4.8,1.86,2.2,12.9,0.0,,0.0,0.0,0.14,44.3,,JohnBr23
337,Dax Milne,23,WAS,WR,15,1,0.47,0.4,2.47,0.13,1.6,4.0,0.87,2.2,5.4,0.07,6.0,0.0,0.0,0.0,128.3,,MilnDa00
338,Trent Taylor,28,CIN,WR,16,1,0.63,0.38,3.88,0.06,1.19,3.2,2.69,7.2,4.5,0.06,6.0,0.0,0.0,0.0,77.9,,TaylTr02
339,Laquon Treadwell,27,SEA,WR,6,0,1.67,1.0,7.0,0.5,5.17,5.2,1.83,1.8,5.2,0.0,,0.17,10.0,0.0,69.6,,TreaLa00
341,Cole Beasley,33,2TM,WR,4,1,1.75,1.5,8.75,0.25,5.25,3.5,3.5,2.3,3.7,0.0,,0.25,14.3,0.0,87.5,,BeasCo00
341,Cole Beasley,33,TAM,WR,2,0,2.5,2.0,8.5,0.5,3.5,1.8,5.0,2.5,2.4,0.0,,0.5,20.0,0.0,80.8,,BeasCo00
341,Cole Beasley,33,BUF,WR,2,1,1.0,1.0,9.0,0.0,7.0,7.0,2.0,2.0,7.0,0.0,,0.0,0.0,0.0,104.2,,BeasCo00
345,Dyami Brown,23,WAS,WR,15,0,0.93,0.33,9.53,0.33,7.47,22.4,2.07,6.2,25.8,0.07,5.0,0.0,0.0,0.0,114.0,,BrowDy00
353,Gunner Olszewski,26,PIT,WR,16,2,0.44,0.31,3.31,0.06,2.5,8.0,0.81,2.6,8.1,0.06,5.0,0.0,0.0,0.0,93.2,,OlszGu00
357,Deven Thompkins,23,TAM,WR,5,1,2.0,1.0,6.4,0.2,0.0,0.0,6.4,6.4,7.9,0.4,2.5,0.2,10.0,0.0,57.1,,ThomDe07
358,Samori Toure,24,GNB,WR,11,2,0.91,0.45,7.45,0.18,6.45,14.2,1.0,2.2,17.4,0.0,,0.0,0.0,0.0,111.2,,TourSa00
360,Michael Woods II,22,CLE,WR,10,0,1.0,0.5,4.5,0.3,2.8,5.6,1.7,3.4,15.9,0.0,,0.0,0.0,0.1,22.9,,WoodMi00
362,Chris Conley,30,2TM,WR,9,1,0.78,0.44,5.11,0.22,4.78,10.8,0.33,0.8,12.4,0.0,,0.22,28.6,0.0,77.1,,ConlCh00
362,Chris Conley,30,HOU,WR,2,0,1.0,0.0,0.0,0.0,0.0,,0.0,,9.0,0.0,,0.5,50.0,0.0,39.6,,ConlCh00
362,Chris Conley,30,TEN,WR,7,1,0.71,0.57,6.57,0.29,6.14,10.8,0.43,0.8,13.8,0.0,,0.14,20.0,0.0,105.0,,ConlCh00
372,Jake Kumerow,30,BUF,WR,6,1,1.17,0.67,10.7,0.67,7.83,11.8,2.83,4.3,12.9,0.0,,0.0,0.0,0.0,87.8,,KumeJa00
374,Anthony Schwartz,22,CLE,WR,11,1,0.91,0.36,4.64,0.18,2.18,6.0,2.45,6.8,14.2,0.0,,0.18,20.0,0.0,56.7,,SchwAn00
376,Freddie Swain,24,DEN,WR,3,1,2.0,1.33,24.7,1.0,15.7,11.8,9.0,6.8,10.3,0.0,,0.0,0.0,0.33,69.4,,SwaiFr00
377,Tylan Wallace,23,BAL,WR,9,0,0.78,0.44,3.67,0.11,2.67,6.0,1.0,2.3,13.4,0.11,4.0,0.11,14.3,0.0,69.3,,WallTy00
378,Montrell Washington,23,DEN,WR,15,1,0.6,0.27,0.13,0.0,-0.73,-2.8,0.87,3.3,17.0,0.0,,0.07,11.1,0.0,51.6,,WashMo00
384,Bryan Edwards,24,ATL,WR,7,1,0.71,0.43,2.14,0.0,0.86,2.0,1.29,3.0,8.2,0.0,,0.0,0.0,0.14,25.0,,EdwaBr01
387,Simi Fehoko,25,DAL,WR,5,0,0.8,0.6,4.8,0.2,2.8,4.7,2.0,3.3,12.8,0.0,,0.0,0.0,0.0,89.6,,FehoSi00
388,Penny Hart,26,SEA,WR,9,0,0.44,0.33,2.22,0.11,0.89,2.7,1.33,4.0,7.8,0.0,,0.0,0.0,0.0,85.4,,HartPe01
389,Cody Hollister,29,TEN,WR,11,3,0.45,0.27,4.91,0.18,4.18,15.3,0.73,2.7,15.6,0.0,,0.0,0.0,0.09,57.5,,HollCo00
390,Jesper Horsted,25,LVR,WR,15,0,0.27,0.2,1.27,0.0,0.87,4.3,0.4,2.0,6.5,0.0,,0.0,0.0,0.0,84.4,,HorsJe00
392,Tim Jones,24,JAX,WR,17,1,0.24,0.18,1.76,0.06,0.53,3.0,1.24,7.0,1.8,0.06,3.0,0.06,25.0,0.0,95.8,,JoneTi00
394,Ty Montgomery,29,NWE,WR,1,0,4.0,3.0,15.0,1.0,8.0,2.7,7.0,2.3,3.3,0.0,,0.0,0.0,0.0,119.8,,MontTy01
398,Mike Strachan,25,IND,WR,13,0,0.69,0.23,4.54,0.23,3.54,15.3,1.0,4.3,14.3,0.0,,0.0,0.0,0.0,57.2,,StraMi03
402,Daylen Baldwin,23,CLE,WR,1,0,2.0,2.0,25.0,2.0,25.0,12.5,0.0,0.0,12.5,0.0,,0.0,0.0,0.0,118.7,,BaldDa01
406,Miles Boykin,26,PIT,WR,16,1,0.19,0.13,0.69,0.06,0.69,5.5,0.0,0.0,15.3,0.0,,0.0,0.0,0.0,72.9,,BoykMi00
409,Quintez Cephus,24,DET,WR,4,1,0.75,0.5,3.75,0.25,2.75,5.5,1.0,2.0,4.7,0.0,,0.0,0.0,0.0,78.5,,CephQu00
410,Tyrie Cleveland,25,DEN,WR,6,0,1.17,0.33,4.67,0.17,1.83,5.5,2.83,8.5,14.1,0.17,2.0,0.0,0.0,0.17,4.2,,ClevTy00
411,Pharoh Cooper,27,ARI,WR,5,1,0.4,0.4,1.2,0.0,-1.2,-3.0,2.4,6.0,-3.0,0.0,,0.0,0.0,0.0,79.2,,CoopPh00
412,Jaelon Darden,23,TAM,WR,12,0,0.17,0.17,2.17,0.08,0.83,5.0,1.33,8.0,5.0,0.0,,0.0,0.0,0.0,118.7,,DardJa00
415,Demetric Felton,24,CLE,WR,8,2,0.5,0.25,1.0,0.0,-0.38,-1.5,1.38,5.5,4.0,0.0,,0.0,0.0,0.0,56.2,,FeltDe00
416,Jalen Guyton,25,LAC,WR,3,0,1.33,0.67,21.3,0.67,19.0,28.5,2.33,3.5,28.8,0.0,,0.0,0.0,0.0,95.8,,GuytJa01
417,Deonte Harty,25,NOR,WR,4,0,0.5,0.5,3.25,0.0,1.25,2.5,2.0,4.0,2.5,0.0,,0.0,0.0,0.0,93.7,,HarrDe07
419,Dennis Houston,23,DAL,WR,2,0,3.0,1.0,8.0,0.0,5.0,5.0,3.0,3.0,13.2,0.0,,0.0,0.0,0.0,42.4,,HousDe01
420,Lil'Jordan Humphrey,24,NWE,WR,6,2,0.67,0.33,3.33,0.0,0.83,2.5,2.5,7.5,6.8,0.0,,0.0,0.0,0.0,64.6,,HumpLi01
422,Andy Isabella,26,ARI,WR,3,0,1.67,0.67,7.0,0.67,5.33,8.0,1.67,2.5,14.0,0.0,,0.0,0.0,0.0,52.9,,IsabAn00
423,Cade Johnson,24,SEA,WR,3,0,1.33,0.67,7.0,0.67,5.0,7.5,2.0,3.0,9.0,0.0,,0.0,0.0,0.0,65.6,,JohnCa03
424,Keith Kirkwood,28,NOR,WR,5,1,0.8,0.4,3.6,0.2,2.8,7.0,0.8,2.0,13.8,0.0,,0.2,25.0,0.0,62.5,,KirkKe00
427,Racey McMath,23,TEN,WR,5,0,1.6,0.4,8.0,0.2,6.6,16.5,1.4,3.5,22.0,0.0,,0.0,0.0,0.2,8.3,,McMaRa00
429,Dezmon Patmon,24,IND,WR,1,0,6.0,2.0,24.0,1.0,17.0,8.5,7.0,3.5,12.2,0.0,,1.0,16.7,1.0,6.9,,PatmDe00
432,Braylon Sanders,23,MIA,WR,3,0,1.0,0.67,5.67,0.0,4.67,7.0,1.0,1.5,14.0,0.0,,0.0,0.0,0.0,81.2,,SandBr00
436,Mike Thomas,28,CIN,WR,10,2,1.0,0.2,3.8,0.1,1.4,7.0,2.4,12.0,12.2,0.0,,0.1,10.0,0.1,3.3,,ThomMi04
437,Jalen Tolbert,23,DAL,WR,8,1,0.38,0.25,1.5,0.0,1.25,5.0,0.25,1.0,15.0,0.0,,0.0,0.0,0.0,74.3,,TolbJa00
438,Austin Trammell,24,LAR,WR,6,0,0.67,0.33,2.17,0.17,2.17,6.5,0.0,0.0,7.5,0.0,,0.0,0.0,0.0,57.3,,TramAu00
440,Jalen Virgil,24,DEN,WR,9,1,0.56,0.22,8.33,0.22,3.56,16.0,4.78,21.5,14.0,0.0,,0.0,0.0,0.0,127.1,,VirgJa00
442,Nsimba Webster,26,CHI,WR,2,0,1.5,1.0,7.0,0.5,5.0,5.0,2.0,2.0,7.3,0.0,,0.0,0.0,0.0,77.1,,WebsNs00
444,Kevin White,30,NOR,WR,7,2,0.71,0.29,10.6,0.29,0.86,3.0,9.71,34.0,18.2,0.0,,0.14,20.0,0.14,47.9,,WhitKe00
446,Dareke Young,23,SEA,WR,13,0,0.15,0.15,1.85,0.15,0.08,0.5,1.77,11.5,0.5,0.08,2.0,0.0,0.0,0.0,116.7,,YounDa02
448,Maurice Alexander,25,DET,WR,4,0,0.25,0.25,1.75,0.0,0.75,3.0,1.0,4.0,3.0,0.0,,0.0,0.0,0.0,95.8,,AlexMa02
450,C.J. Board,29,TEN,WR,4,0,0.25,0.25,1.5,0.0,1.5,6.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,91.7,,BoarC.00
451,John Brown,32,BUF,WR,3,0,0.67,0.33,14.0,0.33,14.0,42.0,0.0,0.0,43.0,0.0,,0.0,0.0,0.0,135.4,,BrowJo02
453,Jalen Camp,24,HOU,WR,2,0,0.5,0.5,3.5,0.5,3.5,7.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,95.8,,CampJa03
454,Keke Coutee,25,IND,WR,8,0,0.13,0.13,2.5,0.0,1.5,12.0,1.0,8.0,12.0,0.0,,0.0,0.0,0.0,118.7,,CoutKe00
455,Frank Darby,25,ATL,WR,5,0,0.2,0.2,3.0,0.2,2.8,14.0,0.2,1.0,14.0,0.0,,0.0,0.0,0.0,118.7,,DarbFr00
458,Erik Ezukanma,22,MIA,WR,1,0,1.0,1.0,3.0,0.0,-4.0,-4.0,7.0,7.0,-4.0,0.0,,0.0,0.0,0.0,79.2,,EzukEr00
461,Danny Gray,23,SFO,WR,13,0,0.54,0.08,0.77,0.08,0.46,6.0,0.31,4.0,22.9,0.0,,0.08,14.3,0.0,39.6,,GrayDa02
463,Jacob Harris,25,LAR,WR,7,0,0.14,0.14,0.86,0.14,0.57,4.0,0.29,2.0,4.0,0.0,,0.0,0.0,0.0,91.7,,HarrJa03
465,Tyron Johnson,26,HOU,WR,2,1,0.5,0.5,4.0,0.0,-1.0,-2.0,5.0,10.0,-2.0,0.0,,0.0,0.0,0.0,100.0,,JohnTy03
467,Mason Kinsey,24,TEN,WR,2,0,0.5,0.5,1.5,0.0,1.5,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,79.2,,KinsMa00
470,Jason Moore,27,LAC,WR,6,0,0.33,0.17,0.83,0.0,0.83,5.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,56.2,,MoorJa02
475,Keith Smith,30,ATL,WR,17,6,0.12,0.06,0.47,0.0,0.0,0.0,0.47,8.0,1.0,0.0,,0.0,0.0,0.0,60.4,,SmitKe03
476,Ihmir Smith-Marsette,23,CHI,WR,6,0,0.67,0.17,2.5,0.0,1.67,10.0,0.83,5.0,7.0,0.0,,0.17,25.0,0.0,42.7,,SmitIh00
480,KaVontae Turpin,26,DAL,WR,17,0,0.12,0.06,0.53,0.0,0.24,4.0,0.29,5.0,6.5,0.0,,0.0,0.0,0.0,62.5,PB,TurpKa00
482,Cody White,24,PIT,WR,1,1,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,79.2,,WhitCo05
483,Jameson Williams,21,DET,WR,6,0,1.5,0.17,6.83,0.17,6.0,36.0,0.83,5.0,16.4,0.0,,0.33,22.2,0.0,83.1,,WillJa11
487,Juwann Winfree,26,GNB,WR,3,0,1.33,0.33,5.67,0.33,4.0,12.0,1.67,5.0,13.0,0.0,,0.33,25.0,0.0,44.8,,WinfJu00
489,Josh Ali,23,ATL,WR,2,0,0.5,0.0,0.0,0.0,0.0,,0.0,,45.0,0.0,,0.0,0.0,0.0,39.6,,AlixJo00
500,Tanner Gentry,28,BUF,WR,3,0,0.33,0.0,0.0,0.0,0.0,,0.0,,7.0,0.0,,0.0,0.0,0.0,39.6,,GentTa00
501,Josh Gordon,31,TEN,WR,2,0,0.5,0.0,0.0,0.0,0.0,,0.0,,12.0,0.0,,0.0,0.0,0.0,39.6,,GordJo02
502,Lance McCutcheon,23,LAR,WR,10,1,0.5,0.0,0.0,0.0,0.0,,0.0,,14.2,0.0,,0.0,0.0,0.0,39.6,,McCuLa01
503,Stanley Morgan Jr.,26,CIN,WR,14,0,0.07,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,39.6,,MorgSt02
507,DJ Turner,25,LVR,WR,9,0,0.11,0.0,0.0,0.0,0.0,,0.0,,-3.0,0.0,,0.11,100.0,0.0,39.6,,TurnDJ00
508,James Washington,26,DAL,WR,2,0,0.5,0.0,0.0,0.0,0.0,,0.0,,6.0,0.0,,0.5,100.0,0.0,39.6,,WashJa00
